roll, pitch, yaw
  6.501,-29.348,-12.680
  7.025,-31.262,-12.104
  7.408,-33.726,-11.508
  8.083,-36.512,-10.881
  8.565,-39.897, -9.880
  8.162,-43.687, -8.886
  8.262,-47.341, -7.904
  9.155,-50.880, -6.556
  9.956,-54.304, -4.814
 10.103,-57.839, -3.104
 10.061,-60.854, -1.369
  9.710,-63.750, -0.087
  8.312,-65.903,  1.220
  7.013,-68.141,  2.238
  6.138,-70.074,  2.600
  5.191,-71.436,  2.952
  3.750,-71.417,  2.542
  2.867,-72.396,  1.715
  2.282,-73.192,  2.006
  1.828,-73.836,  3.180
  0.777,-74.783,  3.804
 -0.864,-76.084,  3.200
 -3.629,-76.074,  0.068
 -4.897,-76.902, -1.209
 -5.421,-77.949, -1.356
 -5.773,-77.831, -1.163
 -5.426,-79.515, -0.081
-15.385, 71.145, 55.358
-13.029, 66.584, 60.381
 -8.343, 62.830, 61.888
 -4.547, 57.949, 63.048
-12.308, 51.694, 65.005
 -9.852, 42.682, 65.267
 -4.699, 33.345, 66.122
  0.111, 25.510, 66.347
  5.336, 17.548, 65.792
  6.902, 11.315, 64.569
  8.661,  6.281, 63.097
 13.307,  0.361, 60.486
 19.457, -5.595, 56.509
 24.205, -9.779, 53.104
 27.081,-12.817, 50.626
 22.733, -9.416, 50.977
 22.352, -9.863, 50.243
 21.662,-10.684, 49.959
 19.853,-10.839, 51.228
 19.275,-11.823, 52.555
 21.851,-14.195, 53.055
 27.604,-19.717, 52.752
 32.427,-24.709, 52.415
 34.966,-27.670, 51.889
 34.997,-28.095, 51.755
 35.779,-28.287, 52.134
 34.350,-27.462, 51.647
 34.963,-30.895, 50.660
 34.584,-35.004, 49.258
 35.663,-38.300, 47.407
 38.047,-41.826, 44.772
 40.082,-42.724, 38.600
 41.679,-45.274, 35.982
 42.560,-47.594, 33.880
 42.812,-51.376, 31.022
 43.231,-56.606, 28.291
 43.144,-57.767, 26.112
 42.696,-58.934, 24.400
 42.339,-59.837, 23.088
 42.676,-60.799, 21.095
 42.937,-61.521, 19.496
 42.773,-61.711, 18.104
 42.857,-62.263, 17.465
 44.114,-63.405, 18.178
 45.117,-64.258, 17.396
 46.042,-63.064, 16.146
 48.706,-64.674, 11.795
 49.571,-66.532,  9.106
 49.612,-69.085,  6.539
