id, roll, pitch, yaw
333, 47.815,-83.368, 79.620
334, 60.053, 87.622, 81.377
335, 71.523, 79.571, 82.545
336, 84.322, 69.219, 82.632
337,-77.729, 54.212, 82.704
338,-68.190, 47.628, 82.577
339,-59.664, 42.129, 82.207
340,-45.731, 32.752, 80.859
341,-35.123, 24.723, 80.092
342,-23.953, 18.091, 81.219
343,-19.094, 17.964, 80.904
344,-14.092, 16.619, 80.497
345, -7.528, 12.546, 80.053
346, -4.613, 12.134, 79.853
347, -2.408, 12.206, 79.281
348, -1.032, 12.288, 78.240
349, -0.416, 13.200, 77.506
350,  0.589, 14.402, 76.902
351,  1.637, 15.881, 76.914
352,  2.004, 18.215, 77.631
