roll, pitch, yaw
  0.000,  0.000,  0.000
 -0.026,  2.037, 12.288
 -0.123,  2.117, 12.463
 -0.225,  2.204, 12.670
 -0.318,  2.293, 12.864
 -0.408,  2.386, 13.054
 -0.509,  2.481, 13.247
 -0.610,  2.581, 13.438
 -0.697,  2.666, 13.605
 -0.795,  2.749, 13.787
 -0.897,  2.848, 13.974
 -1.006,  2.950, 14.155
 -1.117,  3.049, 14.345
 -1.215,  3.146, 14.533
 -1.313,  3.244, 14.717
 -1.424,  3.358, 14.904
 -1.520,  3.465, 15.084
 -1.627,  3.587, 15.267
 -1.741,  3.697, 15.444
 -1.854,  3.801, 15.630
 -1.967,  3.907, 15.812
 -2.089,  4.018, 16.003
 -2.301,  4.164, 16.208
 -2.526,  4.282, 16.416
 -2.683,  4.375, 16.613
 -2.817,  4.345, 16.823
 -3.503,  4.102, 17.210
 -5.411,  3.855, 16.974
 -8.504,  3.405, 16.231
-12.935,  3.517, 15.241
-17.279,  3.552, 14.465
-21.636,  3.587, 13.877
-26.588,  3.591, 12.842
-31.398,  3.703, 11.880
-36.627,  4.071, 10.713
-41.137,  4.218,  9.242
-45.091,  4.220,  7.726
-49.328,  4.184,  6.123
-53.706,  3.995,  4.560
-56.951,  4.022,  3.536
-60.058,  3.710,  2.399
-62.936,  3.789,  1.613
-65.134,  4.458,  1.764
-67.112,  5.321,  1.923
-71.190,  7.411,  2.035
-74.686,  8.380,  1.716
-76.483,  8.982,  1.908
-78.596,  9.218,  1.397
-80.102,  9.601,  1.106
-80.374, 10.108,  1.235
-80.124, 10.590,  1.449
-79.164, 11.111,  1.746
-78.280, 11.752,  2.236
-77.283, 12.541,  3.028
-75.810, 13.011,  4.034
-73.936, 13.380,  5.096
-71.801, 13.632,  6.369
-69.277, 14.020,  7.814
-66.090, 14.644,  9.819
-61.921, 15.264, 12.127
-57.894, 15.370, 14.477
-53.765, 15.463, 16.487
-50.099, 15.438, 16.892
-45.958, 15.287, 17.467
-42.573, 15.185, 17.944
-39.564, 15.196, 18.403
-36.662, 15.181, 18.687
-34.374, 15.080, 18.821
-31.954, 14.815, 18.990
-29.166, 14.571, 19.146
-27.803, 14.044, 18.305
-28.356, 14.080, 18.014
-28.347, 14.288, 17.983
-28.185, 14.526, 18.054
-28.156, 14.696, 18.165
-27.946, 15.008, 18.197
-27.888, 15.538, 18.182
-27.799, 16.098, 18.190
-27.694, 16.823, 18.151
-27.565, 17.584, 18.072
-27.606, 18.109, 18.007
-27.655, 17.451, 18.545
-27.976, 17.503, 18.714
-28.137, 17.369, 18.987
-28.244, 17.063, 19.310
-28.631, 17.303, 19.425
-28.872, 17.543, 19.556
-29.016, 17.741, 19.710
-29.173, 17.933, 19.849
-29.312, 18.108, 19.966
-29.422, 18.142, 20.145
-29.534, 18.082, 20.368
-29.243, 17.809, 20.714
-28.951, 17.649, 21.001
