roll, pitch, yaw
-58.827, 62.420, 55.613
-59.207, 62.797, 55.655
-59.567, 63.163, 55.685
-59.931, 63.532, 55.729
-60.310, 63.918, 55.754
-60.670, 64.280, 55.774
-61.052, 64.655, 55.807
-61.403, 65.013, 55.832
-61.767, 65.384, 55.846
-62.116, 65.745, 55.865
-62.447, 66.074, 55.890
-62.824, 66.471, 55.902
-63.194, 66.850, 55.916
-63.555, 67.214, 55.933
-63.935, 67.580, 55.945
-64.329, 67.968, 55.954
-64.686, 68.338, 55.974
-65.049, 68.703, 55.975
-65.417, 69.079, 55.995
-65.793, 69.454, 56.002
-66.168, 69.837, 56.002
-69.420, 73.194, 56.023
-69.788, 73.577, 56.012
-70.159, 73.945, 56.003
-70.536, 74.340, 55.991
-70.916, 74.725, 55.980
-71.287, 75.097, 55.968
-71.674, 75.475, 55.962
-72.056, 75.867, 55.951
-72.422, 76.230, 55.938
-72.821, 76.638, 55.927
-73.195, 77.021, 55.906
-73.552, 77.383, 55.894
-73.911, 77.745, 55.864
-74.266, 78.108, 55.835
-74.643, 78.487, 55.806
-75.005, 78.850, 55.776
-75.368, 79.215, 55.748
-75.731, 79.577, 55.728
-76.120, 79.964, 55.695
-76.486, 80.334, 55.665
-76.829, 80.687, 55.630
-77.205, 81.053, 55.601
-77.564, 81.409, 55.568
-77.927, 81.770, 55.519
-78.291, 82.141, 55.472
-78.654, 82.512, 55.431
-79.012, 82.887, 55.387
-79.361, 83.238, 55.340
-79.722, 83.607, 55.285
-80.069, 83.974, 55.248
-80.437, 84.344, 55.203
-80.793, 84.705, 55.156
-81.153, 85.050, 55.105
-81.498, 85.398, 55.051
-81.850, 85.744, 55.005
-82.198, 86.089, 54.948
-82.539, 86.436, 54.894
-82.897, 86.807, 54.834
-83.241, 87.165, 54.776
-83.576, 87.516, 54.718
-83.924, 87.852, 54.668
-84.263, 88.195, 54.604
-84.596, 88.523, 54.544
-84.923, 88.854, 54.488
-85.264, 89.204, 54.422
