roll, pitch, yaw
  0.000,  0.000,  0.000
 -0.000, 10.792, 18.095
 -0.067, 10.918, 18.246
 -0.126, 11.021, 18.414
 -0.151, 11.034, 18.539
 -0.316, 10.853, 18.689
 -0.631, 10.828, 18.886
 -0.704, 10.886, 19.075
 -0.784, 10.963, 19.277
 -0.845, 11.039, 19.496
 -0.945, 11.098, 19.682
 -1.010, 11.178, 19.869
 -1.137, 11.285, 20.050
 -1.129, 11.391, 20.211
 -0.918, 11.433, 20.345
 -0.838, 11.513, 20.462
 -0.483, 11.589, 20.527
 -0.005, 12.170, 20.364
  0.305, 12.879, 19.825
  0.773, 13.347, 18.925
  0.772, 14.572, 17.603
  1.122, 15.575, 16.310
  0.696, 16.600, 15.344
  0.537, 17.000, 14.718
  0.622, 17.481, 13.884
  0.240, 18.068, 12.971
 -0.344, 18.649, 11.739
 -0.377, 18.819, 10.710
 -0.238, 18.927,  9.803
  0.134, 18.834,  8.821
  0.130, 19.156,  7.564
  0.064, 19.607,  6.220
  0.429, 19.583,  5.114
  0.788, 19.460,  4.104
  0.561, 19.645,  2.996
  0.156, 19.880,  2.331
  0.011, 20.037,  1.539
 -0.099, 20.303,  0.791
 -0.115, 20.676, -0.098
 -0.098, 20.957, -1.129
 -0.153, 21.186, -2.189
 -0.403, 21.629, -3.191
 -0.636, 21.858, -4.181
 -0.443, 21.969, -4.966
 -0.017, 22.001, -5.429
 -0.150, 21.265, -7.476
 -1.080, 21.361,-10.079
 -1.904, 21.251,-11.468
 -0.902, 21.550,-12.874
 -0.871, 20.737,-14.882
 -0.861, 20.948,-18.910
 -0.638, 21.115,-22.621
 -0.070, 20.915,-25.415
  1.245, 19.482,-27.652
  3.961, 17.536,-30.616
  5.203, 16.327,-33.448
  5.009, 16.032,-36.620
  4.217, 15.677,-39.824
  3.081, 15.096,-43.529
  1.846, 13.824,-47.499
  0.654, 12.115,-52.314
 -1.011, 10.462,-55.542
 -2.551,  8.205,-58.231
 -4.781,  4.925,-63.381
 -7.304,  1.327,-69.122
 -9.184, -0.951,-73.636
-13.044, -5.059,-77.767
-22.831,-15.014,-80.918
-17.381,-19.494,-59.977
-19.189,-21.099,-58.279
-23.049,-22.978,-55.103
-23.519,-23.049,-53.962
-24.572,-23.103,-51.435
-25.390,-23.392,-49.624
-26.270,-23.593,-48.307
-27.384,-23.978,-47.107
-27.647,-24.367,-46.105
-27.946,-24.792,-45.230
-28.263,-25.660,-44.202
-28.587,-27.014,-43.182
-30.684,-29.770,-37.490
-32.122,-33.233,-31.579
-32.146,-38.368,-27.537
-31.997,-42.648,-23.751
-30.734,-46.718,-19.850
-30.240,-50.429,-16.882
-30.383,-54.402,-15.410
-29.227,-58.813,-15.060
-31.856,-61.278,-16.377
-31.441,-59.770,-14.702
-30.564,-58.184,-13.142
-29.589,-56.473,-11.710
-28.694,-54.490, -9.937
-28.333,-52.511, -8.685
-27.462,-50.083, -5.931
-27.495,-47.741, -2.032
-27.023,-46.173, -0.068
-26.367,-44.715,  0.777
-25.747,-43.145,  2.237
-24.506,-41.569,  4.060
-23.331,-40.432,  6.140
-22.163,-39.742,  7.572
-20.766,-39.450,  8.632
-18.887,-40.232, 10.290
-15.948,-40.520, 12.612
-12.196,-41.094, 17.816
 -8.094,-41.860, 23.676
 -5.222,-41.531, 28.591
 -2.169,-40.828, 33.673
  2.726,-40.439, 38.748
  5.819,-39.427, 44.204
  8.028,-38.438, 49.234
 10.900,-37.957, 53.651
 13.437,-39.007, 58.355
 17.503,-40.646, 62.424
 20.675,-41.951, 65.426
 26.166,-46.611, 67.808
 36.276,-57.031, 69.654
 45.712,-65.837, 70.065
 53.581,-72.545, 70.055
 58.828,-76.371, 70.697
 63.188,-79.999, 71.222
 67.070,-83.253, 71.873
 71.339,-85.982, 72.294
 77.716, 89.618, 72.127
 81.171, 87.195, 72.054
 84.126, 85.411, 70.590
 88.548, 82.654, 69.547
-85.871, 78.570, 69.153
-79.737, 73.777, 68.922
-72.296, 67.249, 69.125
-65.240, 60.625, 69.246
-58.232, 53.640, 69.270
-51.206, 46.687, 69.152
-43.771, 39.880, 68.587
-36.530, 32.912, 67.123
-30.508, 27.038, 65.324
-26.703, 22.081, 64.191
-24.112, 19.076, 62.380
-22.722, 16.441, 59.298
-22.995, 14.967, 55.825
-23.983, 14.591, 54.532
-24.759, 14.468, 54.172
-24.847, 14.347, 53.553
-24.781, 14.278, 53.069
-23.054, 13.254, 51.678
-20.237, 11.745, 47.917
-18.453, 11.092, 46.205
  9.672, 10.174,  8.290
 12.936, 13.280,  4.098
 14.444, 17.384, -4.024
 15.657, 21.767,-10.318
 16.265, 22.564,-13.370
 17.140, 23.826,-16.709
 17.848, 25.510,-21.689
 20.326, 23.015,-25.786
 19.847, 14.932,-25.770
 12.413, 14.210,-28.828
 17.542, 25.225,-37.017
 17.182, 26.836,-39.521
 19.141, 27.030,-40.130
 19.836, 28.432,-41.743
 20.898, 29.944,-43.294
 22.255, 32.193,-44.996
 23.769, 34.475,-46.109
 25.943, 36.191,-47.077
 28.468, 38.422,-48.084
 31.943, 40.874,-48.947
 36.010, 44.474,-51.649
 37.311, 45.676,-52.882
 36.526, 48.266,-54.640
 38.132, 52.415,-56.394
 40.486, 58.127,-58.679
 45.089, 64.793,-60.877
 51.746, 71.819,-62.127
 57.773, 78.357,-63.222
 62.393, 84.452,-63.810
 65.497, 89.854,-63.683
 68.720,-84.998,-63.283
 71.570,-80.089,-62.446
 74.263,-77.113,-61.408
 76.220,-74.429,-60.169
 81.970,-69.293,-58.303
 87.756,-67.051,-55.807
-83.531,-66.059,-53.516
-80.189,-64.188,-53.438
-75.539,-62.489,-52.653
-69.587,-56.936,-51.267
-66.823,-54.403,-49.897
-64.387,-51.385,-48.549
-61.754,-48.374,-47.007
-59.891,-45.456,-45.619
-58.284,-42.890,-43.922
-56.673,-40.431,-41.226
-54.067,-37.686,-38.694
-52.392,-35.914,-36.301
-50.505,-33.302,-32.748
-49.034,-30.376,-29.021
-47.141,-25.896,-25.280
-45.666,-21.733,-22.024
-44.820,-17.953,-18.650
-44.589,-14.265,-15.429
-44.892,-10.373,-12.494
-45.054, -6.640, -9.497
-43.779, -4.132, -5.467
-42.496, -1.692, -1.665
-42.761,  1.215,  1.590
-43.314,  4.464,  4.629
-42.833,  7.479,  7.753
-42.373, 10.147, 10.107
-41.229, 12.590, 12.425
-39.013, 15.122, 13.968
-36.390, 16.909, 15.405
-33.816, 18.450, 17.278
-33.988, 20.694, 18.290
-34.885, 23.404, 19.683
-31.362, 35.014, 50.581
-31.719, 35.086, 51.686
-32.827, 35.780, 51.991
-35.098, 36.928, 54.372
-36.923, 38.594, 58.724
-42.719, 45.005, 64.327
-48.194, 52.254, 69.207
-56.272, 59.805, 71.331
-68.272, 71.476, 73.057
-82.421, 86.138, 74.378
 79.291,-75.562, 74.671
 57.488,-52.828, 73.838
 38.487,-32.158, 69.384
 29.955,-21.711, 63.983
 24.372,-14.660, 58.600
 18.991, -8.007, 51.846
 15.073, -1.624, 43.929
 13.985,  1.364, 37.625
 13.659,  2.789, 33.106
 11.985,  4.559, 27.318
 10.717,  7.082, 21.744
