id, roll, pitch, yaw
88, 17.446, 37.883,  3.302
89, 17.292, 34.353,  1.891
90, 18.406, 30.847, -0.079
91, 19.171, 28.170, -1.869
92, 18.953, 25.382, -3.593
93, 19.898, 21.890, -6.031
94, 21.014, 18.002, -8.215
95, 20.268, 14.047, -8.993
96, 19.485, 12.103, -8.429
97, 18.627, 10.887, -8.228
98, 19.168,  9.502, -9.574
99, 19.281,  7.874,-10.833
100, 19.605,  5.924,-11.944
101, 19.765,  3.200,-12.962
102, 19.700, -0.171,-14.880
103, 17.666, -4.428,-14.769
104, 15.473, -9.095,-14.342
105, 13.010,-12.979,-13.221
106, 10.899,-16.556,-12.489
107,  9.673,-19.951,-12.609
108,  8.381,-22.876,-12.826
109,  7.397,-24.709,-12.451
110,  8.147,-27.685,-11.442
111,  6.510,-30.114, -9.372
112,  5.033,-32.014, -8.700
113,  2.966,-34.510, -8.544
114,  1.330,-36.910, -8.153
115,  0.609,-38.884, -7.298
116,  0.960,-38.983, -5.843
117,  0.116,-39.406, -4.801
118, -1.347,-40.200, -4.079
119, -1.988,-40.257, -3.641
120, -3.070,-41.358, -4.079
121, -2.508,-42.396, -4.836
122, -2.688,-43.700, -4.980
123, -2.557,-46.068, -5.693
124, -3.082,-50.320, -5.873
125, -3.004,-55.017, -6.204
126, -2.691,-59.068, -5.702
127, -3.110,-61.160, -4.795
128, -3.884,-62.289, -4.456
129, -4.254,-63.254, -5.838
130, -5.806,-63.886, -7.504
131, -6.967,-64.906, -8.184
132, -7.283,-65.503, -8.329
133, -7.570,-66.553, -8.533
134, -7.672,-68.067, -8.525
135, -8.530,-69.781, -8.470
136, -8.059,-71.486, -8.431
137, -7.509,-72.311, -8.116
138, -7.665,-72.524, -7.361
139, -7.276,-73.378, -7.352
140, -6.321,-75.235, -6.867
141, -4.571,-77.576, -5.776
142, -2.428,-80.631, -4.442
143, -0.720,-83.529, -2.257
144,  0.290,-86.882, -0.172
145,  1.203, 89.231,  1.639
146,  1.715, 86.121,  2.842
147,  1.681, 83.350,  3.778
148,  1.250, 80.625,  4.632
149,  1.092, 62.516, 13.367
150,  0.612, 60.560, 14.786
151, -0.292, 58.585, 15.876
152, -0.934, 57.641, 16.917
153, -1.438, 56.092, 17.215
154, -1.760, 55.239, 17.247
155, -1.264, 54.074, 18.261
156, -0.932, 52.122, 19.214
157, -0.452, 50.508, 19.928
158, -0.225, 49.829, 20.645
159,  0.572, 48.464, 21.493
160,  1.034, 47.104, 22.264
161,  0.893, 45.779, 22.718
162,  0.952, 44.564, 23.363
163,  1.066, 43.307, 23.898
164,  1.151, 41.328, 23.820
165,  0.720, 39.969, 24.298
166, -0.490, 39.626, 25.427
167, -1.236, 39.389, 26.670
168, -2.063, 39.024, 27.104
169, -2.893, 39.489, 27.120
170, -3.800, 40.122, 27.434
171, -3.420, 38.988, 27.598
172, -3.572, 38.323, 27.030
173, -3.191, 37.307, 26.035
174, -3.390, 36.608, 24.885
175, -3.962, 35.492, 24.043
176, -3.907, 34.882, 24.035
177, -4.183, 34.493, 22.966
178, -6.446, 34.604, 19.542
179, -5.449, 33.884, 18.205
180, -4.825, 32.627, 18.811
181, -5.421, 31.082, 19.472
182, -6.079, 29.976, 19.781
183, -6.902, 28.815, 20.231
184, -5.653, 27.040, 21.048
185, -3.914, 25.143, 21.958
186, -4.482, 22.525, 23.110
187, -4.240, 19.778, 23.678
188, -3.031, 17.265, 22.686
189, -2.014, 14.626, 21.746
190, -3.000, 12.388, 23.071
191, -3.587, 10.423, 23.570
192, -3.366,  9.115, 25.288
193, -5.128,  7.607, 27.010
194, -2.122,  5.523, 27.997
195, -0.980,  3.367, 29.724
196, -0.245,  0.827, 30.934
197, -0.285, -2.060, 32.349
198, -0.850, -4.957, 33.578
199, -0.823, -9.330, 34.131
200, -0.785,-14.151, 34.731
201, -0.876,-18.680, 35.406
202,  0.234,-23.263, 35.897
203,  1.879,-28.494, 36.229
204,  4.122,-34.632, 36.381
205,  7.429,-41.323, 36.053
206,  8.909,-47.475, 35.787
207, 12.236,-53.314, 34.814
208, 14.648,-58.791, 32.929
209, 16.525,-63.472, 30.671
210, 18.337,-67.815, 28.271
211, 19.477,-71.641, 26.264
212, 21.427,-75.843, 23.762
213, 23.455,-80.327, 20.794
214, 23.855,-84.637, 17.992
215, 23.770,-88.866, 15.112
216, 23.866, 86.944, 12.370
217, 23.313, 83.213,  9.657
218, 22.445, 79.717,  7.217
219, 21.746, 76.753,  5.589
220, 21.348, 74.744,  4.545
221, 20.948, 72.982,  3.733
222, 20.048, 71.497,  3.115
223, 20.673, 70.123,  2.411
224, 22.968, 69.669,  1.742
225, 25.290, 69.695,  1.062
226, 24.896, 69.504,  0.982
227, 24.437, 69.860,  1.126
228, 24.519, 70.570,  1.361
229, 26.005, 71.988,  1.777
230, 28.698, 60.282, -3.689
231, 30.347, 60.017, -3.809
232, 31.862, 59.971, -4.142
233, 31.586, 59.013, -4.024
234, 30.954, 56.864, -4.022
235, 29.986, 54.132, -4.057
236, 28.304, 50.715, -4.336
237, 25.885, 47.432, -4.635
238, 24.023, 44.361, -5.684
239, 21.819, 41.003, -6.684
240, 18.944, 35.426,-10.082
241, 17.138, 29.735,-12.840
242, 15.767, 25.311,-15.668
243, 14.526, 21.403,-17.707
244, 12.980, 18.734,-19.070
245, 10.451, 16.186,-20.257
246, 11.127, 20.042,-18.793
247, 11.290, 22.777,-16.454
248,  9.663, 23.012,-14.860
249,  7.996, 21.197,-14.999
250,  6.271, 19.898,-17.552
251,  4.586, 20.229,-20.004
252,  3.061, 17.527,-22.126
253,  2.391, 14.995,-22.670
254,  1.851, 13.242,-23.626
255,  1.634, 12.172,-23.517
256,  1.957, 11.160,-22.263
257,  2.351, 10.436,-21.096
258,  2.334,  7.155,-19.146
259,  2.294,  4.227,-18.450
260,  2.086,  0.150,-18.011
261,  1.788, -3.601,-15.881
262,  2.980, -7.031,-15.969
263,  3.707,-10.701,-15.019
264,  3.583,-12.972,-14.259
265,  3.132,-15.088,-14.154
266,  2.443,-15.943,-13.745
267,  2.261,-15.853,-14.166
268,  2.685,-16.190,-15.441
269,  4.695,-17.875,-16.587
270,  4.827,-19.770,-16.881
271,  4.570,-20.766,-16.970
272,  5.224,-22.162,-16.063
273,  5.713,-22.662,-13.088
274,  5.964,-24.094,-13.422
275,  5.833,-25.537,-13.115
276,  5.967,-27.230,-12.991
277,  6.501,-29.348,-12.680
278,  7.025,-31.262,-12.104
279,  7.408,-33.726,-11.508
280,  8.083,-36.512,-10.881
281,  8.565,-39.897, -9.880
282,  8.162,-43.687, -8.886
283,  8.262,-47.341, -7.904
284,  9.155,-50.880, -6.556
285,  9.956,-54.304, -4.814
286, 10.103,-57.839, -3.104
287, 10.061,-60.854, -1.369
288,  9.710,-63.750, -0.087
289,  8.312,-65.903,  1.220
290,  7.013,-68.141,  2.238
291,  6.138,-70.074,  2.600
292,  5.191,-71.436,  2.952
293,  3.750,-71.417,  2.542
294,  2.867,-72.396,  1.715
295,  2.282,-73.192,  2.006
296,  1.828,-73.836,  3.180
297,  0.777,-74.783,  3.804
298, -0.864,-76.084,  3.200
299, -3.629,-76.074,  0.068
300, -4.897,-76.902, -1.209
301, -5.421,-77.949, -1.356
302, -5.773,-77.831, -1.163
303, -5.426,-79.515, -0.081
304,-15.385, 71.145, 55.358
305,-13.029, 66.584, 60.381
306, -8.343, 62.830, 61.888
307, -4.547, 57.949, 63.048
308,-12.308, 51.694, 65.005
309, -9.852, 42.682, 65.267
310, -4.699, 33.345, 66.122
311,  0.111, 25.510, 66.347
312,  5.336, 17.548, 65.792
313,  6.902, 11.315, 64.569
314,  8.661,  6.281, 63.097
315, 13.307,  0.361, 60.486
316, 19.457, -5.595, 56.509
317, 24.205, -9.779, 53.104
318, 27.081,-12.817, 50.626
319, 22.733, -9.416, 50.977
320, 22.352, -9.863, 50.243
321, 21.662,-10.684, 49.959
322, 19.853,-10.839, 51.228
323, 19.275,-11.823, 52.555
324, 21.851,-14.195, 53.055
325, 27.604,-19.717, 52.752
326, 32.427,-24.709, 52.415
327, 34.966,-27.670, 51.889
328, 34.997,-28.095, 51.755
329, 35.779,-28.287, 52.134
330, 34.350,-27.462, 51.647
331, 34.963,-30.895, 50.660
332, 34.584,-35.004, 49.258
333, 35.663,-38.300, 47.407
334, 38.047,-41.826, 44.772
335, 40.082,-42.724, 38.600
336, 41.679,-45.274, 35.982
337, 42.560,-47.594, 33.880
338, 42.812,-51.376, 31.022
339, 43.231,-56.606, 28.291
340, 43.144,-57.767, 26.112
341, 42.696,-58.934, 24.400
342, 42.339,-59.837, 23.088
343, 42.676,-60.799, 21.095
344, 42.937,-61.521, 19.496
345, 42.773,-61.711, 18.104
346, 42.857,-62.263, 17.465
347, 44.114,-63.405, 18.178
348, 45.117,-64.258, 17.396
349, 46.042,-63.064, 16.146
350, 48.706,-64.674, 11.795
351, 49.571,-66.532,  9.106
352, 49.612,-69.085,  6.539
