id, roll, pitch, yaw
0,  0.000,  0.000,  0.000
1, -0.012,  1.054, 13.099
2, -0.075,  1.188, 13.272
3, -0.148,  1.315, 13.459
4, -0.220,  1.431, 13.646
5, -0.319,  1.587, 13.817
6, -0.423,  1.732, 13.971
7, -0.523,  1.839, 14.102
8, -0.656,  1.965, 14.283
9, -0.764,  2.068, 14.460
10, -0.876,  2.184, 14.638
11, -0.981,  2.282, 14.821
12, -1.120,  2.347, 14.973
13, -1.309,  2.377, 15.079
14, -1.518,  2.407, 15.208
15, -1.738,  2.488, 15.372
16, -1.849,  2.617, 15.547
17, -1.959,  2.736, 15.721
18, -2.071,  2.855, 15.894
19, -2.178,  2.982, 16.068
20, -2.297,  3.109, 16.254
21, -2.416,  3.239, 16.431
22, -2.534,  3.379, 16.616
23, -2.628,  3.522, 16.800
24, -2.713,  3.654, 16.982
25, -2.799,  3.801, 17.165
26, -2.899,  3.961, 17.332
27, -3.020,  4.157, 17.502
28, -3.161,  4.376, 17.699
29, -3.231,  4.536, 17.883
30, -3.125,  4.485, 18.025
31, -2.960,  4.192, 18.412
32, -2.844,  3.826, 18.808
33, -2.660,  3.263, 19.795
34, -1.740,  2.399, 20.988
35, -1.125,  1.577, 22.194
36, -0.690,  0.857, 23.370
37,  0.383, -0.197, 24.486
38,  2.210, -1.397, 25.141
39,  4.250, -2.699, 25.839
40,  5.522, -3.915, 26.608
41,  6.100, -5.033, 27.749
42,  7.569, -6.502, 28.664
43,  9.903, -8.581, 29.201
44, 11.791,-10.296, 29.785
45, 13.286,-11.879, 30.510
46, 14.781,-13.567, 31.238
47, 16.814,-15.391, 31.747
48, 18.171,-17.278, 32.137
49, 18.734,-18.967, 32.699
50, 18.618,-20.735, 33.275
51, 19.229,-22.245, 33.474
52, 19.843,-23.382, 33.342
53, 15.855,-24.406, 32.976
54, 12.702,-24.265, 32.068
55,  7.244,-22.916, 30.487
56,  2.628,-20.440, 30.614
57, -4.127,-19.286, 32.243
58, -4.159,-20.789, 33.220
59, -4.448,-23.888, 33.912
60, -6.586,-26.934, 34.835
61, -8.192,-29.744, 36.067
62, -8.809,-32.639, 37.147
63, -4.566,-38.117, 36.800
64, -1.276,-44.193, 36.146
65,  1.770,-50.188, 35.637
66,  1.963,-52.175, 36.444
67,  0.736,-53.923, 37.202
68,  1.651,-56.839, 38.537
69,  3.894,-60.550, 39.996
70, 39.383, 63.855, 24.370
71, 42.449, 60.544, 20.867
72, 43.723, 58.918, 18.514
73, 43.526, 56.080, 16.079
74, 43.147, 52.632, 13.408
75, 42.621, 49.641, 11.401
76, 43.459, 46.029,  9.804
77, 44.057, 43.372,  8.891
78, 44.339, 40.879,  7.003
79, 44.422, 38.215,  5.320
80, 45.354, 35.536,  3.608
81, 46.771, 32.250,  0.632
82, 46.842, 30.777, -1.351
83, 39.007, 29.592, -4.926
84, 34.286, 25.438,-15.921
85, 34.116, 18.753,-28.899
86, 34.584, 14.749,-37.473
87, 31.548,  9.271,-43.703
88, 27.444,  5.957,-43.669
89, 23.727,  3.230,-41.903
90, 21.073,  0.537,-38.901
91, 18.376, -1.911,-36.840
92, 15.019, -4.753,-37.979
93, 11.013, -8.746,-38.621
94,  8.896,-13.113,-37.208
95,  6.539,-18.140,-36.248
96,  3.344,-23.768,-35.967
97,  0.048,-30.107,-35.952
98, -4.158,-34.420,-35.056
99, -5.260,-37.078,-33.950
100, -5.510,-39.230,-32.841
101, -5.012,-41.649,-29.874
102, -7.898,-42.924,-29.911
103,-11.612,-44.565,-30.129
104,-13.445,-46.162,-31.034
105,-14.161,-46.328,-31.081
106,-12.974,-47.271,-30.523
107,-13.795,-48.599,-32.432
108,-15.925,-49.999,-33.575
109,-16.734,-50.975,-30.832
110,-18.056,-51.829,-29.716
111,-20.232,-53.155,-28.494
112,-20.188,-52.142,-28.363
113,-19.503,-54.706,-28.808
114,-20.276,-57.780,-28.928
115,-21.825,-60.725,-28.874
116,-23.628,-63.726,-27.600
117,-25.190,-65.048,-25.474
118,-25.719,-67.268,-23.469
119,-26.088,-69.636,-22.031
120,-27.626,-72.524,-20.701
121,-29.657,-75.354,-19.489
122,-31.907,-78.365,-18.126
123,-33.798,-81.307,-15.734
124,-36.722,-83.899,-12.975
125,-39.543,-86.938, -9.531
126,-43.193,-89.790, -6.427
127,-47.943, 87.475, -3.016
128,-50.142, 83.627, -0.300
129,-53.745, 80.267,  2.893
130,-57.836, 78.761,  6.314
131,-60.025, 76.793,  9.220
132,-61.326, 74.143, 12.445
133,-61.250, 71.161, 15.606
134,-61.635, 68.379, 19.306
135,-62.337, 66.573, 22.748
136,-61.841, 64.000, 25.828
137,-61.778, 61.062, 27.888
138,-58.676, 57.416, 29.473
139,-57.256, 54.949, 30.847
140,-56.574, 52.068, 32.223
141,-53.534, 48.716, 33.354
142,-49.956, 46.475, 34.550
143,-47.266, 43.164, 35.639
144,-46.800, 40.541, 37.809
145,-48.711, 37.937, 40.196
146,-49.049, 34.447, 42.630
147,-48.804, 31.537, 44.792
148,-46.196, 28.238, 46.261
149,-42.048, 24.570, 47.719
150,-26.237, 15.048, 51.204
151,-23.888, 13.448, 52.196
152,-21.555, 11.643, 52.256
153,-19.457,  9.554, 53.188
154,-17.706,  9.152, 54.146
155,-15.133,  7.668, 53.648
156,-12.641,  6.312, 53.349
157,-10.830,  3.780, 53.584
158, -7.861,  1.478, 54.114
159, -5.652, -0.862, 54.330
160, -3.708, -4.146, 55.303
161, -1.786, -7.694, 56.038
162, -0.269, -9.928, 57.169
163,  1.056,-11.639, 57.867
164,  2.360,-13.745, 58.694
165,  2.644,-15.887, 59.718
166,  3.526,-17.923, 60.601
167,  5.571,-19.725, 61.428
168, 10.488,-22.251, 62.695
169, 14.277,-24.791, 63.668
170, 15.825,-26.433, 64.533
171, 14.193,-26.862, 65.758
172, 11.865,-27.557, 66.931
173, 15.706,-34.340, 67.697
174, 17.633,-38.385, 67.749
175, 14.997,-35.251, 66.057
176, 11.460,-32.013, 62.353
177,  9.755,-31.592, 58.975
178,  9.472,-32.865, 58.490
179,  9.124,-34.264, 57.962
