id, roll, pitch, yaw
180,  9.764,-35.291, 58.099
181,  8.094,-34.067, 57.571
182,  6.427,-32.993, 56.013
183,  6.757,-33.892, 57.230
184,  9.573,-37.144, 58.675
185, 12.883,-42.391, 57.695
186, 17.272,-48.699, 56.627
187, 21.760,-55.601, 55.322
188, 26.429,-62.789, 53.091
189, 31.294,-71.046, 50.607
190, 36.352,-79.195, 47.880
191, 39.359,-85.726, 44.956
192, 42.299, 89.424, 42.295
193, 45.448, 85.262, 39.445
194, 45.198, 81.518, 36.380
195, 48.572, 78.369, 33.594
196, 54.260, 75.903, 30.751
197, 54.230, 74.525, 27.681
198, 57.105, 72.652, 24.006
199, 57.160, 70.666, 20.248
200, 57.847, 69.548, 17.978
201, 56.396, 67.621, 17.603
202, 56.501, 66.160, 17.387
203, 56.556, 64.240, 16.878
204, 57.093, 60.989, 15.201
205, 57.170, 57.504, 14.442
206, 56.163, 55.286, 14.004
207, 56.536, 53.651, 12.373
208, 56.907, 51.889, 10.342
209, 56.911, 49.475,  8.515
210, 57.107, 47.090,  7.324
211, 57.718, 44.903,  6.139
212, 58.010, 42.276,  4.052
213, 58.107, 39.643,  1.775
214, 57.547, 36.461, -0.507
215, 56.900, 33.056, -2.696
216, 55.511, 29.660, -4.561
217, 55.106, 26.692, -6.281
218, 57.678, 20.710, -7.114
219, 54.969, 17.452, -7.675
220, 52.841, 15.481, -9.108
221, 51.642, 14.108,-11.350
222, 50.518, 13.309,-12.288
223, 49.638, 12.357,-12.981
224, 48.794, 11.007,-13.617
225, 47.365,  9.481,-13.363
226, 46.063,  9.011,-13.178
227, 45.291,  8.421,-12.568
228, 44.700,  8.532,-12.317
229, 44.390, 10.042,-13.368
230, 43.671, 13.169,-14.959
231, 67.043,  6.072,-31.951
232, 65.661,  3.589,-32.662
233, 65.645,  0.751,-33.906
234, 68.990, -0.368,-35.035
235, 76.642, -0.534,-35.213
236, 75.855, -1.814,-35.009
237, 75.582, -2.063,-36.649
238, 81.324, -1.566,-37.927
239, 83.485,  0.236,-43.374
240, 79.892, -1.479,-45.663
241, 76.891, -2.703,-46.336
242, 72.834, -4.089,-46.914
243, 66.372, -6.726,-48.009
244, 60.568, -9.227,-48.230
245, 56.129,-11.248,-48.100
246, 52.224,-13.318,-48.368
247, 47.588,-15.946,-49.407
248, 42.600,-18.358,-50.020
249, 41.467,-19.762,-49.619
250, 37.997,-21.665,-47.737
251, 35.942,-22.318,-47.120
252, 35.302,-22.571,-46.776
253, 35.263,-22.795,-47.135
254, 35.826,-21.972,-46.587
255, 37.548,-19.068,-46.211
256, 36.171,-19.714,-47.402
257, 35.230,-20.605,-47.795
258, 34.446,-21.073,-48.815
259, 34.614,-20.950,-49.326
260, 33.780,-21.660,-49.174
261, 31.860,-23.323,-48.272
262, 29.545,-26.058,-47.876
263, 27.706,-28.046,-47.654
264, 24.814,-31.291,-48.505
265, 20.752,-36.277,-49.625
266, 16.241,-41.585,-50.116
267, 12.042,-46.811,-49.939
268,  5.933,-53.463,-48.514
269,  0.570,-59.040,-46.619
270, -4.056,-64.734,-44.314
271, -7.756,-71.475,-40.598
272, -9.681,-77.189,-37.057
273, -9.452,-80.068,-34.155
274, -9.004,-82.000,-31.518
275, -9.546,-82.664,-29.609
276,-10.625,-82.762,-28.151
277, -9.748,-82.449,-27.605
278, -8.965,-82.044,-27.093
279, -8.817,-81.691,-26.626
280, -8.863,-81.910,-26.391
281, -9.069,-82.287,-26.032
282, -9.168,-82.683,-25.791
283, -9.073,-82.939,-24.697
284,-10.205,-83.802,-23.468
285,-12.096,-85.113,-22.307
286,-14.181,-86.039,-21.137
287,-17.664,-87.120,-18.783
288,-20.903,-89.185,-16.211
289,-23.611, 88.511,-14.015
290,-26.193, 86.300,-11.465
291,-28.899, 84.112, -9.148
292,-30.641, 80.861, -7.276
293,-33.135, 76.392, -5.096
294,-33.703, 72.929, -3.146
295,-35.694, 68.974, -1.211
296,-37.587, 65.561,  0.920
297,-39.680, 61.849,  3.518
298,-41.010, 59.262,  5.820
299,-41.595, 57.593,  7.746
300,-41.710, 54.962,  8.557
301,-41.990, 52.196,  9.501
302,-44.465, 49.595,  8.351
303,-45.563, 48.032,  9.397
304,-45.945, 46.717, 10.317
305,-46.113, 44.839, 11.284
306,-45.841, 43.573, 12.539
307,-45.925, 42.345, 13.740
308,-46.481, 41.376, 15.018
309,-46.679, 40.078, 16.423
310,-46.688, 39.050, 17.459
311,-46.350, 38.274, 18.032
312,-46.103, 37.158, 18.362
313,-46.571, 36.311, 19.718
314,-47.132, 36.079, 20.977
315,-47.585, 36.035, 22.245
316,-48.162, 35.841, 23.437
317,-48.557, 35.151, 24.698
318,-47.830, 12.861, 25.545
319,-48.421, 11.380, 25.128
320,-48.616, 10.866, 24.877
321,-47.485,  9.044, 24.941
322,-46.085,  7.157, 25.860
323,-42.967,  4.724, 27.395
324,-36.023,  2.202, 28.974
325,-31.071, -0.505, 31.825
326,-29.139, -4.806, 36.246
327,-24.879, -9.390, 39.011
328,-20.939,-14.542, 40.903
329,-18.607,-19.092, 42.278
330,-14.429,-24.165, 44.326
331, -9.066,-30.502, 46.173
332, -9.528,-35.714, 48.085
333, -9.418,-40.871, 49.967
334, -5.056,-48.622, 51.696
335,  2.294,-55.156, 54.346
336,  2.736,-58.219, 56.537
337,  3.559,-60.306, 57.504
338,  3.555,-60.806, 57.841
339,  3.026,-61.212, 58.318
340, 10.615,-69.870, 59.468
341, 19.299,-79.335, 60.818
342, 25.967,-86.056, 62.299
343, 34.418, 85.775, 63.334
344, 41.164, 77.568, 62.829
345, 40.448, 66.180, 63.983
346, 45.350, 56.725, 62.496
347, 50.272, 48.885, 60.790
348, 55.028, 41.447, 59.096
349, 56.993, 38.153, 56.838
350, 60.938, 32.790, 54.044
