roll, pitch, yaw
-54.157,  3.133, -6.504
-46.620,  1.643, -2.101
-47.091,  2.225,  1.512
-45.943,  3.594,  4.029
-44.963,  5.553,  4.980
-45.389,  7.609,  4.194
-45.331,  9.556,  2.169
-44.855, 11.043, -1.124
-44.719, 12.493, -4.069
-15.918, 15.657, -2.303
-17.694, 14.609, -1.335
-21.370, 15.427,  2.973
-23.011, 15.520,  6.960
-22.341, 15.680,  7.796
-20.341, 16.278,  8.142
-23.712, 19.092,  9.835
-29.302, 21.892, 12.017
-32.522, 25.047, 14.542
-33.351, 27.153, 16.381
-32.121, 27.184, 16.910
-30.861, 26.388, 17.195
-32.602, 27.163, 18.621
-34.278, 27.270, 20.422
-36.187, 27.476, 22.919
-36.252, 27.070, 24.610
-35.731, 26.666, 26.099
-36.144, 26.819, 28.047
-35.683, 26.969, 29.681
-34.106, 26.659, 31.228
-32.159, 26.677, 32.841
-30.345, 26.899, 34.404
-30.924, 27.635, 36.103
-31.162, 27.806, 37.447
-31.508, 27.801, 38.505
-31.788, 27.800, 39.637
-32.924, 28.240, 41.452
-33.920, 28.251, 42.644
-34.854, 27.935, 43.056
-35.346, 27.654, 43.435
-36.265, 27.794, 44.284
-36.931, 27.923, 44.347
-37.885, 28.112, 43.920
-38.786, 27.835, 43.590
-35.611, 23.647, 45.231
-32.541, 19.226, 45.999
-31.490, 16.473, 48.246
-31.909, 18.008, 49.836
-31.696, 20.501, 51.655
-29.018, 22.907, 53.706
-25.287, 25.395, 54.801
-19.813, 29.129, 56.835
-21.269, 33.021, 60.664
-30.942, 36.965, 64.160
-38.476, 43.295, 67.786
-47.292, 51.114, 71.038
-58.234, 59.636, 74.618
-81.298, 83.785, 78.671
 63.091,-59.330, 77.802
 46.586,-43.178, 72.126
 38.022,-33.812, 67.588
 31.030,-25.575, 65.216
 25.974,-19.079, 62.179
 23.637,-14.994, 58.388
 22.490,-10.989, 52.713
 21.489, -6.533, 47.142
 20.506, -3.251, 40.473
 20.656, -1.764, 35.910
 19.895, -1.987, 34.390
 17.571, -1.057, 31.591
 18.255,  0.338, 24.999
 20.859,  0.842, 17.804
 23.697, -0.900, 12.907
 24.507, -1.810, 10.417
 22.169, -4.630,  7.176
 18.068, -8.292,  3.588
 14.085,-11.862,  0.567
  9.719,-13.942, -1.455
  4.038,-15.542, -3.775
 -3.180,-18.272, -8.951
 -7.864,-21.697,-13.463
-13.136,-23.729,-16.128
-13.237,-23.556,-16.991
-13.420,-22.415,-17.283
-35.976,-39.349,-52.186
-41.398,-44.646,-57.747
-48.498,-53.929,-63.022
-56.911,-62.929,-64.267
-65.378,-69.841,-65.098
-72.599,-75.383,-66.379
-81.269,-83.082,-67.847
-89.281, 88.636,-68.695
 84.082, 81.056,-69.083
 78.408, 74.729,-69.409
 71.589, 68.215,-69.680
 63.419, 60.490,-69.820
 57.506, 55.257,-70.427
 48.166, 46.800,-70.602
 40.164, 39.501,-70.397
 33.183, 33.079,-70.108
 29.364, 29.438,-70.334
 24.286, 24.698,-69.987
 17.799, 18.233,-69.053
 12.500, 13.105,-68.234
  6.930,  8.256,-67.831
  0.097,  2.382,-66.714
 -4.675, -1.973,-65.026
 -9.339, -5.663,-63.815
-14.007, -9.324,-62.051
-17.695,-11.882,-59.601
-19.668,-12.868,-56.710
-20.346,-12.040,-54.547
-22.556,-12.644,-51.809
-24.195,-12.340,-48.898
-24.269,-10.060,-44.347
-23.103, -6.721,-40.230
-23.505, -3.811,-37.536
-24.167, -1.842,-35.113
-25.069, -0.574,-32.851
-26.594, -0.217,-30.683
-28.300, -0.227,-29.344
-31.899,  0.867,-28.391
-35.862,  1.923,-28.403
-35.957,  2.257,-28.093
-35.282,  2.900,-27.249
-34.172,  3.739,-26.218
-33.065,  4.776,-24.470
-32.085,  6.166,-22.090
