id, roll, pitch, yaw
83,-31.997,-42.648,-23.751
84,-30.734,-46.718,-19.850
85,-30.240,-50.429,-16.882
86,-30.383,-54.402,-15.410
87,-29.227,-58.813,-15.060
88,-31.856,-61.278,-16.377
89,-31.441,-59.770,-14.702
90,-30.564,-58.184,-13.142
91,-29.589,-56.473,-11.710
92,-28.694,-54.490, -9.937
93,-28.333,-52.511, -8.685
94,-27.462,-50.083, -5.931
95,-27.495,-47.741, -2.032
96,-27.023,-46.173, -0.068
97,-26.367,-44.715,  0.777
98,-25.747,-43.145,  2.237
99,-24.506,-41.569,  4.060
100,-23.331,-40.432,  6.140
101,-22.163,-39.742,  7.572
102,-20.766,-39.450,  8.632
103,-18.887,-40.232, 10.290
104,-15.948,-40.520, 12.612
105,-12.196,-41.094, 17.816
106, -8.094,-41.860, 23.676
107, -5.222,-41.531, 28.591
108, -2.169,-40.828, 33.673
109,  2.726,-40.439, 38.748
110,  5.819,-39.427, 44.204
111,  8.028,-38.438, 49.234
112, 10.900,-37.957, 53.651
113, 13.437,-39.007, 58.355
114, 17.503,-40.646, 62.424
115, 20.675,-41.951, 65.426
116, 26.166,-46.611, 67.808
117, 36.276,-57.031, 69.654
118, 45.712,-65.837, 70.065
119, 53.581,-72.545, 70.055
120, 58.828,-76.371, 70.697
121, 63.188,-79.999, 71.222
122, 67.070,-83.253, 71.873
123, 71.339,-85.982, 72.294
124, 77.716, 89.618, 72.127
125, 81.171, 87.195, 72.054
126, 84.126, 85.411, 70.590
127, 88.548, 82.654, 69.547
128,-85.871, 78.570, 69.153
129,-79.737, 73.777, 68.922
130,-72.296, 67.249, 69.125
131,-65.240, 60.625, 69.246
132,-58.232, 53.640, 69.270
133,-51.206, 46.687, 69.152
134,-43.771, 39.880, 68.587
135,-36.530, 32.912, 67.123
136,-30.508, 27.038, 65.324
137,-26.703, 22.081, 64.191
138,-24.112, 19.076, 62.380
139,-22.722, 16.441, 59.298
140,-22.995, 14.967, 55.825
141,-23.983, 14.591, 54.532
142,-24.759, 14.468, 54.172
143,-24.847, 14.347, 53.553
144,-24.781, 14.278, 53.069
145,-23.054, 13.254, 51.678
146,-20.237, 11.745, 47.917
147,-18.453, 11.092, 46.205
148,  9.672, 10.174,  8.290
149, 12.936, 13.280,  4.098
150, 14.444, 17.384, -4.024
151, 15.657, 21.767,-10.318
152, 16.265, 22.564,-13.370
153, 17.140, 23.826,-16.709
154, 17.848, 25.510,-21.689
155, 20.326, 23.015,-25.786
156, 19.847, 14.932,-25.770
157, 12.413, 14.210,-28.828
158, 17.542, 25.225,-37.017
159, 17.182, 26.836,-39.521
160, 19.141, 27.030,-40.130
161, 19.836, 28.432,-41.743
162, 20.898, 29.944,-43.294
163, 22.255, 32.193,-44.996
164, 23.769, 34.475,-46.109
165, 25.943, 36.191,-47.077
166, 28.468, 38.422,-48.084
167, 31.943, 40.874,-48.947
168, 36.010, 44.474,-51.649
169, 37.311, 45.676,-52.882
170, 36.526, 48.266,-54.640
171, 38.132, 52.415,-56.394
172, 40.486, 58.127,-58.679
173, 45.089, 64.793,-60.877
174, 51.746, 71.819,-62.127
175, 57.773, 78.357,-63.222
176, 62.393, 84.452,-63.810
177, 65.497, 89.854,-63.683
178, 68.720,-84.998,-63.283
179, 71.570,-80.089,-62.446
180, 74.263,-77.113,-61.408
181, 76.220,-74.429,-60.169
182, 81.970,-69.293,-58.303
183, 87.756,-67.051,-55.807
184,-83.531,-66.059,-53.516
185,-80.189,-64.188,-53.438
186,-75.539,-62.489,-52.653
187,-69.587,-56.936,-51.267
188,-66.823,-54.403,-49.897
189,-64.387,-51.385,-48.549
190,-61.754,-48.374,-47.007
191,-59.891,-45.456,-45.619
192,-58.284,-42.890,-43.922
193,-56.673,-40.431,-41.226
194,-54.067,-37.686,-38.694
195,-52.392,-35.914,-36.301
196,-50.505,-33.302,-32.748
197,-49.034,-30.376,-29.021
198,-47.141,-25.896,-25.280
199,-45.666,-21.733,-22.024
200,-44.820,-17.953,-18.650
201,-44.589,-14.265,-15.429
202,-44.892,-10.373,-12.494
203,-45.054, -6.640, -9.497
204,-43.779, -4.132, -5.467
205,-42.496, -1.692, -1.665
206,-42.761,  1.215,  1.590
207,-43.314,  4.464,  4.629
208,-42.833,  7.479,  7.753
209,-42.373, 10.147, 10.107
210,-41.229, 12.590, 12.425
211,-39.013, 15.122, 13.968
212,-36.390, 16.909, 15.405
213,-33.816, 18.450, 17.278
214,-33.988, 20.694, 18.290
215,-34.885, 23.404, 19.683
216,-31.362, 35.014, 50.581
217,-31.719, 35.086, 51.686
218,-32.827, 35.780, 51.991
219,-35.098, 36.928, 54.372
220,-36.923, 38.594, 58.724
221,-42.719, 45.005, 64.327
222,-48.194, 52.254, 69.207
223,-56.272, 59.805, 71.331
224,-68.272, 71.476, 73.057
225,-82.421, 86.138, 74.378
226, 79.291,-75.562, 74.671
227, 57.488,-52.828, 73.838
228, 38.487,-32.158, 69.384
229, 29.955,-21.711, 63.983
230, 24.372,-14.660, 58.600
231, 18.991, -8.007, 51.846
232, 15.073, -1.624, 43.929
233, 13.985,  1.364, 37.625
234, 13.659,  2.789, 33.106
235, 11.985,  4.559, 27.318
236, 10.717,  7.082, 21.744
237, 10.746,  9.422, 17.058
238, 10.989, 10.498, 14.548
239, 10.121, 11.433, 12.451
240, 10.136, 13.502,  9.206
241, 11.041, 15.961,  5.484
242, 12.182, 18.270,  2.078
243, 12.473, 19.764,  0.052
244, 12.948, 20.748, -1.525
245, 13.445, 21.973, -3.649
246, 13.601, 23.363, -6.737
247, 14.256, 24.851, -9.428
248, 14.298, 25.996,-11.318
249, 13.248, 26.917,-13.175
250, 11.283, 27.073,-15.439
251, 11.904, 30.198,-19.268
252, 15.195, 32.494,-21.912
253, 17.395, 34.777,-24.991
254, 19.262, 37.449,-28.322
255, 20.912, 39.994,-31.728
256, 26.063, 44.037,-35.152
257, 28.694, 47.898,-38.855
258, 31.966, 51.773,-41.750
259, 34.338, 54.533,-43.850
260, 36.392, 57.091,-45.711
261, 38.426, 59.533,-47.674
262, 40.063, 62.300,-49.367
263, 42.958, 66.644,-51.393
264, 46.760, 71.130,-53.395
265, 51.445, 76.196,-55.736
266, 55.557, 81.154,-57.766
267, 61.487, 87.865,-59.833
268, 70.234,-83.254,-61.698
269, 77.424,-74.988,-62.879
270, 87.633,-64.935,-63.587
271,-80.259,-53.693,-62.859
272,-68.820,-42.374,-60.914
273,-60.262,-33.729,-58.704
274,-53.821,-26.276,-56.350
275,-47.973,-19.780,-53.872
276,-42.760,-15.006,-50.697
277,-37.624,-11.529,-47.251
278,-34.390, -9.471,-44.628
279,-32.371, -8.496,-42.316
280,-31.183, -8.018,-40.052
281,-29.382, -5.897,-36.292
282,-26.981, -4.447,-31.975
283,-24.767, -3.795,-29.108
284,-23.187, -3.553,-27.667
285,-23.065, -4.100,-27.330
286,-23.127, -4.479,-26.340
287,-22.368, -3.950,-24.171
288,-25.163, -4.876,-20.040
289,-33.514,-46.193, 14.004
290,-32.273,-45.273, 14.951
291,-32.113,-44.926, 15.530
292,-32.411,-43.284, 17.507
293,-32.482,-42.323, 19.238
294,-33.327,-40.622, 21.904
295,-34.804,-37.841, 24.906
296,-36.603,-35.243, 26.817
297,-39.100,-32.295, 28.814
298,-44.698,-28.977, 30.078
299,-48.711,-25.452, 33.454
300,-46.465,-24.581, 37.872
301,-45.731,-22.500, 41.513
302,-47.761,-18.922, 43.367
303,-55.184,-11.825, 46.976
304,-62.692, -2.066, 52.369
305,-71.153,  9.329, 56.406
306,-81.934, 21.957, 57.795
307, 88.140, 32.508, 57.447
308, 79.372, 43.218, 57.457
309, 70.055, 54.306, 56.303
310, 61.494, 64.934, 54.661
311, 54.127, 74.955, 52.413
312, 48.426, 83.021, 49.826
313, 45.062, 88.206, 48.534
314, 41.308,-86.578, 46.733
315, 37.010,-80.253, 44.180
316, 34.741,-75.825, 41.746
317, 34.367,-73.629, 39.924
318, 34.283,-71.843, 38.451
319, 34.161,-69.552, 36.799
320, 34.321,-67.549, 35.210
321, 34.985,-66.338, 34.169
322, 35.698,-65.327, 33.270
323, 35.899,-64.413, 32.370
324, 35.277,-63.584, 31.428
325, 34.123,-60.633, 28.652
326, 33.633,-57.244, 25.343
327, 31.883,-54.446, 22.758
328, 30.964,-52.625, 21.347
329, 27.882,-50.372, 18.631
330, 25.070,-48.358, 15.331
331, 24.205,-47.221, 14.348
332, 25.373,-46.830, 13.572
333, 25.003,-45.935, 12.097
334, 23.776,-45.197, 10.098
335, 23.045,-44.475,  8.517
336, 22.404,-43.498,  7.329
337, 22.105,-42.109,  5.597
338, 21.491,-40.101,  3.374
339, 20.459,-37.271,  0.705
340, 20.378,-34.529, -1.652
341, 19.890,-30.645, -4.524
342, 20.142,-26.984, -9.159
343, 21.803,-23.845,-14.724
344, 22.372,-20.491,-19.594
345, 22.487,-18.401,-22.563
346, 23.161,-15.949,-25.172
347, 24.179,-12.964,-28.710
348, 25.722,-10.241,-32.734
349, 27.576, -7.493,-36.021
350, 28.753, -4.882,-38.069
351, 30.917, -2.210,-40.514
