id, roll, pitch, yaw
187, 49.271, 60.694, -6.318
188, 47.799, 60.531, -6.693
189, 46.706, 57.463, -5.148
190, 44.420, 54.471, -3.383
191, 43.748, 52.702, -2.042
192, 43.707, 51.527, -0.761
193, 43.196, 50.819, -0.196
194, 42.189, 49.568,  2.227
195, 41.381, 47.976,  5.654
196, 43.791, 44.314, 10.466
197, 46.198, 40.276, 15.160
198, 51.584, 33.456, 18.782
199, 59.797, 23.506, 20.242
200, 68.893, 11.314, 19.813
201, 79.871, -2.581, 18.792
202, 88.530,-15.775, 17.226
203,-85.025,-26.908, 15.959
204,-84.721,-28.251, 18.089
205,-84.914,-29.005, 19.998
206,-85.558,-29.162, 22.432
207,-84.293,-30.350, 24.246
208,-80.830,-35.314, 25.588
209,-75.304,-42.158, 25.974
210,-72.949,-46.175, 26.326
211,-75.105,-47.431, 28.480
212,-73.061,-52.221, 29.865
213,-69.950,-58.777, 31.342
214,-65.831,-65.541, 32.393
215,-64.221,-70.229, 33.341
216,-62.710,-74.373, 33.735
217,-61.029,-79.232, 33.473
218,-58.885,-85.011, 33.080
219,-57.599,-89.905, 33.582
220,-55.942, 85.164, 33.216
221,-54.662, 80.694, 32.656
222,-53.549, 76.457, 31.643
223,-52.647, 72.897, 30.436
224,-52.494, 70.513, 29.473
225,-51.515, 67.492, 28.614
226,-51.347, 65.611, 27.534
227,-51.100, 63.836, 26.290
228,-50.527, 62.566, 25.546
229,-50.408, 61.298, 24.387
230,-51.006, 60.281, 23.455
231,-51.284, 59.309, 22.521
232,-25.468, 50.418,  1.461
233,-21.492, 50.383, -1.657
234,-18.461, 51.566, -3.259
235,-14.993, 51.933, -4.979
236,-12.651, 51.540, -6.965
237,-10.752, 53.429, -8.414
238, -6.039, 55.804,-10.852
239, -3.187, 58.622,-12.453
240,  5.612, 62.216,-14.313
241,  3.997, 60.532,-14.149
242,  7.242, 60.200,-14.295
243,  9.447, 62.254,-12.395
244,  7.508, 60.743,-12.363
245,  5.007, 57.146,-13.159
246,  2.298, 52.685,-15.488
247, -1.757, 49.630,-17.211
248, -6.765, 46.553,-17.906
249,-11.065, 43.152,-20.494
250,-14.109, 39.055,-26.287
251,-16.104, 36.175,-31.881
252,-15.469, 34.935,-38.838
253,-15.962, 32.671,-44.880
254,-16.899, 30.360,-49.601
255,-16.216, 27.295,-55.973
256,-18.372, 22.295,-62.729
257,-21.144, 18.182,-67.921
258,-31.757,  3.637,-72.537
259,-58.463,-27.846,-76.057
260, 88.078,-65.743,-76.744
261, 66.666, 89.609,-75.458
262, 56.100, 77.560,-73.399
263, 51.836, 72.673,-69.477
264, 47.925, 68.996,-66.020
265, 40.223, 64.297,-64.273
266, 33.964, 59.591,-62.780
267, 30.308, 57.180,-60.979
268, 26.974, 56.267,-57.685
269, 23.318, 55.099,-53.441
270, 20.707, 53.049,-49.968
271, 18.780, 52.437,-47.689
272, 18.949, 52.954,-45.176
273, 19.355, 52.866,-42.558
274, 18.838, 51.898,-39.237
275, 18.820, 51.113,-36.432
276, 18.831, 51.082,-35.303
277, 19.851, 51.624,-33.987
278, 20.649, 51.470,-31.868
279, 21.249, 51.287,-29.562
280, 15.862, 52.723,-26.300
281,  9.042, 55.304,-23.279
282,  1.372, 57.872,-20.595
283, -1.883, 57.703,-18.501
284,  0.548, 54.460,-15.356
285, -3.273, 52.351,-10.235
286, -4.796, 50.173, -6.296
287, -5.611, 49.086, -4.609
288, -4.274, 47.391, -2.324
289, -2.826, 45.321,  1.466
290, -3.572, 43.931,  6.203
291, -3.343, 42.935,  9.223
292, -1.372, 41.434, 11.882
293,  1.809, 38.430, 15.919
294,  4.480, 35.753, 20.139
295,  6.470, 34.114, 23.595
296,  6.341, 32.888, 27.949
297,  7.257, 31.255, 32.309
298,  8.168, 29.854, 36.518
299,  8.457, 29.093, 39.845
300,  8.933, 28.022, 43.391
301, 10.229, 26.201, 46.559
302, 11.822, 24.167, 49.492
303, 14.210, 21.426, 52.175
304, 17.654, 18.052, 54.724
305, 20.936, 14.589, 57.878
306, 23.650, 11.687, 60.649
307, 26.600,  9.100, 63.214
308, 30.664,  5.064, 65.886
309, 36.865, -0.844, 67.752
310, 44.873, -7.850, 69.485
311, 55.327,-17.083, 71.356
312, 67.614,-24.905, 70.775
313, 80.197,-38.166, 72.918
314,-59.272, 69.781, 72.269
315,-52.395, 59.433, 70.527
316,-44.354, 48.790, 68.029
317,-39.960, 42.291, 66.493
318,-37.728, 37.642, 65.288
319,-35.302, 33.322, 63.850
320,-33.245, 30.056, 62.441
321,-31.342, 26.983, 60.984
322,-28.299, 23.625, 59.869
323,-27.281, 21.729, 59.438
324,-26.049, 19.613, 59.324
325,-25.642, 17.353, 59.051
326,-24.930, 16.175, 58.003
327,-26.014, 16.672, 56.897
328,-25.217, 17.045, 55.738
329,-23.912, 17.140, 54.259
330,-18.900, 15.167, 49.681
331,-19.236, 15.817, 46.108
332,-18.391, 15.513, 44.781
333,-18.021, 15.516, 43.548
334,-17.335, 14.251, 40.508
335,-16.595, 13.098, 37.834
336,-15.102, 12.381, 34.951
337,-14.300, 11.930, 31.922
338,-13.005, 11.531, 28.614
339,-12.793, 10.792, 26.436
340,-10.858,  9.959, 25.463
341, -8.237,  8.440, 24.368
342, -6.857,  6.798, 21.575
343, -6.116,  4.704, 17.150
344, -2.686,  3.342, 13.271
345,  2.220,  2.957,  9.267
346,  8.165,  5.796,  5.760
347,  7.817,  6.123,  4.173
348,  5.744,  4.251,  0.537
349,  1.010,  2.911, -5.263
350, -3.891,  0.970,-10.175
351, -7.651, -1.039,-12.891
