id, roll, pitch, yaw
111,-69.044, 39.312, 37.439
112,-69.497, 38.710, 35.024
113,-68.378, 38.486, 32.546
114,-65.929, 37.804, 30.457
115,-63.697, 36.489, 28.532
116,-61.639, 33.430, 23.674
117,-59.655, 31.079, 22.177
118,-58.528, 28.743, 21.051
119,-56.212, 26.779, 18.539
120,-52.622, 25.422, 16.245
121,-48.233, 23.438, 13.894
122,-37.761, 19.560,  8.245
123,-36.041, 14.508,  3.989
124,-32.392, 13.415,  2.536
125,-29.507, 13.577,  2.164
126,-27.563, 12.124,  1.127
127,-23.907, 11.588, -0.568
128,-22.447, 10.427, -2.005
129,-21.839,  8.974, -2.989
130,-21.471,  7.707, -4.163
131,-21.291,  6.768, -5.224
132,-20.270,  6.238, -6.583
133,-18.616,  5.841, -8.277
134,-16.479,  5.010,-10.379
135,-14.237,  3.813,-13.023
136,-13.803,  3.292,-14.997
137,-13.047,  3.282,-16.385
138,-11.633,  3.013,-17.652
139,-10.576,  3.090,-18.914
140, -9.447,  3.350,-20.451
141, -8.450,  3.269,-22.277
142, -7.618,  3.068,-23.994
143, -7.660,  2.988,-25.756
144, -7.837,  2.682,-27.409
145, -7.568,  2.080,-28.983
146, -7.169,  1.684,-30.298
147, -6.913,  2.008,-30.664
148, -6.931,  2.454,-30.459
149, -7.118,  2.312,-30.459
150, -6.683,  2.416,-30.960
151, -6.113,  2.781,-31.132
152, -5.606,  2.938,-31.445
153, -5.577,  3.019,-31.296
154, -5.426,  3.206,-32.544
155, -4.398,  5.042,-32.962
156, -4.633,  3.190,-34.998
157, -5.166,  1.623,-36.454
158, -4.728,  1.986,-36.320
159, -4.113,  2.211,-36.463
160, -2.650,  3.685,-38.508
161, -2.397,  4.922,-39.870
162, -2.354,  5.346,-40.219
163, -1.868,  6.151,-39.724
164, -0.881,  6.781,-39.773
165,  1.086,  8.595,-41.304
166, -1.514,  6.027,-42.209
167,-70.638,-60.644,-73.825
168,-55.393,-44.885,-69.483
169,-49.821,-40.764,-67.796
170,-50.862,-43.881,-71.010
171,-49.853,-44.254,-73.798
172,-44.743,-39.833,-74.897
173,-39.209,-32.948,-72.987
174,-31.792,-26.927,-69.565
175,-24.719,-23.563,-70.032
176,-18.719,-21.479,-71.376
177,-18.159,-17.569,-69.372
178,-15.752,-14.530,-65.871
179,-14.798,-12.000,-63.219
180,-10.117, -5.471,-62.490
181, -8.603, -3.926,-61.618
182, -9.316, -5.873,-60.964
183, -7.524, -4.898,-61.615
184, -4.542, -2.166,-62.199
185, -5.961, -1.621,-59.535
186,-10.533, -2.408,-56.174
187, -9.969, -0.089,-53.081
188,-10.295,  0.298,-52.057
189,-10.046, -0.056,-53.113
190,-10.190,  0.857,-52.001
191, -9.540,  2.733,-49.685
192, -9.101,  4.370,-48.150
193, -9.947,  5.664,-45.357
194,-10.550,  5.969,-43.376
195,-10.017,  7.223,-42.394
196, -7.790, 10.550,-41.506
197, -5.411, 15.100,-41.286
198, -2.668, 21.562,-40.407
199,  1.523, 32.546,-38.588
200,  8.960, 48.689,-34.268
201,-32.684, 49.852,-35.655
202,-28.432, 43.170,-37.121
203,-29.052, 31.607,-28.499
204,-34.303, 21.145,-18.380
205,-31.798, 13.877,-11.085
206,-39.527,  6.930, -5.572
207,-41.418, -0.603,  0.050
208,-31.488, -5.814,  6.763
209,-29.550,-10.505, 12.869
210,-29.004,-12.292, 17.767
211,-31.309, -9.207, 14.715
212,-40.401, -3.394, 10.091
213,-41.033,  1.376,  3.389
214,-43.159,  7.025, -3.498
215,-48.853, 12.673, -9.607
216,-51.924, 17.522,-14.300
217,-54.831, 21.204,-17.762
218,-57.145, 23.437,-20.170
219,-56.959, 23.671,-20.445
220,-73.983, 20.949,-19.670
221,-63.662, 14.778,-19.212
222,-49.416,  9.762,-16.987
223,-57.257,  5.288,-11.104
224,-54.157,  3.133, -6.504
225,-46.620,  1.643, -2.101
226,-47.091,  2.225,  1.512
227,-45.943,  3.594,  4.029
228,-44.963,  5.553,  4.980
229,-45.389,  7.609,  4.194
230,-45.331,  9.556,  2.169
231,-44.855, 11.043, -1.124
232,-44.719, 12.493, -4.069
233,-15.918, 15.657, -2.303
234,-17.694, 14.609, -1.335
235,-21.370, 15.427,  2.973
236,-23.011, 15.520,  6.960
237,-22.341, 15.680,  7.796
238,-20.341, 16.278,  8.142
239,-23.712, 19.092,  9.835
240,-29.302, 21.892, 12.017
241,-32.522, 25.047, 14.542
242,-33.351, 27.153, 16.381
243,-32.121, 27.184, 16.910
244,-30.861, 26.388, 17.195
245,-32.602, 27.163, 18.621
246,-34.278, 27.270, 20.422
247,-36.187, 27.476, 22.919
248,-36.252, 27.070, 24.610
249,-35.731, 26.666, 26.099
250,-36.144, 26.819, 28.047
251,-35.683, 26.969, 29.681
252,-34.106, 26.659, 31.228
253,-32.159, 26.677, 32.841
254,-30.345, 26.899, 34.404
255,-30.924, 27.635, 36.103
256,-31.162, 27.806, 37.447
257,-31.508, 27.801, 38.505
258,-31.788, 27.800, 39.637
259,-32.924, 28.240, 41.452
260,-33.920, 28.251, 42.644
261,-34.854, 27.935, 43.056
262,-35.346, 27.654, 43.435
263,-36.265, 27.794, 44.284
264,-36.931, 27.923, 44.347
265,-37.885, 28.112, 43.920
266,-38.786, 27.835, 43.590
267,-35.611, 23.647, 45.231
268,-32.541, 19.226, 45.999
269,-31.490, 16.473, 48.246
270,-31.909, 18.008, 49.836
271,-31.696, 20.501, 51.655
272,-29.018, 22.907, 53.706
273,-25.287, 25.395, 54.801
274,-19.813, 29.129, 56.835
275,-21.269, 33.021, 60.664
276,-30.942, 36.965, 64.160
277,-38.476, 43.295, 67.786
278,-47.292, 51.114, 71.038
279,-58.234, 59.636, 74.618
280,-81.298, 83.785, 78.671
281, 63.091,-59.330, 77.802
282, 46.586,-43.178, 72.126
283, 38.022,-33.812, 67.588
284, 31.030,-25.575, 65.216
285, 25.974,-19.079, 62.179
286, 23.637,-14.994, 58.388
287, 22.490,-10.989, 52.713
288, 21.489, -6.533, 47.142
289, 20.506, -3.251, 40.473
290, 20.656, -1.764, 35.910
291, 19.895, -1.987, 34.390
292, 17.571, -1.057, 31.591
293, 18.255,  0.338, 24.999
294, 20.859,  0.842, 17.804
295, 23.697, -0.900, 12.907
296, 24.507, -1.810, 10.417
297, 22.169, -4.630,  7.176
298, 18.068, -8.292,  3.588
299, 14.085,-11.862,  0.567
300,  9.719,-13.942, -1.455
301,  4.038,-15.542, -3.775
302, -3.180,-18.272, -8.951
303, -7.864,-21.697,-13.463
304,-13.136,-23.729,-16.128
305,-13.237,-23.556,-16.991
306,-13.420,-22.415,-17.283
307,-35.976,-39.349,-52.186
308,-41.398,-44.646,-57.747
309,-48.498,-53.929,-63.022
310,-56.911,-62.929,-64.267
311,-65.378,-69.841,-65.098
312,-72.599,-75.383,-66.379
313,-81.269,-83.082,-67.847
314,-89.281, 88.636,-68.695
315, 84.082, 81.056,-69.083
316, 78.408, 74.729,-69.409
317, 71.589, 68.215,-69.680
318, 63.419, 60.490,-69.820
319, 57.506, 55.257,-70.427
320, 48.166, 46.800,-70.602
321, 40.164, 39.501,-70.397
322, 33.183, 33.079,-70.108
323, 29.364, 29.438,-70.334
324, 24.286, 24.698,-69.987
325, 17.799, 18.233,-69.053
326, 12.500, 13.105,-68.234
327,  6.930,  8.256,-67.831
328,  0.097,  2.382,-66.714
329, -4.675, -1.973,-65.026
330, -9.339, -5.663,-63.815
331,-14.007, -9.324,-62.051
332,-17.695,-11.882,-59.601
333,-19.668,-12.868,-56.710
334,-20.346,-12.040,-54.547
335,-22.556,-12.644,-51.809
336,-24.195,-12.340,-48.898
337,-24.269,-10.060,-44.347
338,-23.103, -6.721,-40.230
339,-23.505, -3.811,-37.536
340,-24.167, -1.842,-35.113
341,-25.069, -0.574,-32.851
342,-26.594, -0.217,-30.683
343,-28.300, -0.227,-29.344
344,-31.899,  0.867,-28.391
345,-35.862,  1.923,-28.403
346,-35.957,  2.257,-28.093
347,-35.282,  2.900,-27.249
348,-34.172,  3.739,-26.218
349,-33.065,  4.776,-24.470
350,-32.085,  6.166,-22.090
