id, roll, pitch, yaw
0,  0.000,  0.000,  0.000
1, -0.063, -4.871,  6.577
2, -0.280, -4.756,  6.781
3, -0.416, -4.651,  6.971
4, -0.598, -4.560,  7.168
5, -0.768, -4.484,  7.361
6, -0.866, -4.376,  7.548
7, -0.998, -4.269,  7.714
8, -1.114, -4.163,  7.897
9, -1.252, -4.068,  8.070
10, -1.390, -3.978,  8.246
11, -1.455, -3.904,  8.433
12, -1.502, -3.784,  8.660
13, -1.231, -3.613,  8.781
14, -0.414, -3.545,  8.868
15,  8.591, -3.292,  7.196
16,  7.074, -3.207,  7.821
17,  1.276, -3.435,  9.396
18,  0.774, -2.900,  9.189
19,  0.620, -1.830,  8.941
20,  2.632, -0.721,  7.744
21,  5.481, -0.453,  7.402
22, 11.815, -0.716,  7.102
23, 23.041, -1.801,  7.837
24, 22.621,  0.211,  5.163
25, 24.774,  0.178,  0.601
26, 26.934,  0.240, -4.065
27, 26.342,  0.114, -8.308
28, 23.809, -0.389,-12.374
29, 22.222, -0.609,-16.215
30, 21.203, -0.453,-20.581
31, 18.884, -1.413,-25.683
32, 16.284, -2.715,-30.331
33, 14.573, -3.583,-33.672
34, 12.400, -5.021,-37.763
35,  9.986, -6.885,-40.859
36,  7.056, -9.316,-43.865
37,  3.712,-12.562,-47.264
38, -0.284,-15.882,-50.171
39, -3.997,-18.739,-53.929
40, -5.697,-19.911,-60.691
41, -4.728,-19.661,-67.761
42, -5.855,-21.841,-75.158
43,-15.984,-32.120,-78.410
44,-18.513,-35.243,-77.705
45,-26.176,-43.664,-80.561
46,-37.304,-55.916,-82.421
47,-43.020,-62.242,-83.031
48,-46.361,-66.277,-83.477
49,-50.776,-71.690,-84.166
50,-61.516,-84.753,-86.578
51, 42.538, 17.657,-85.038
52, 20.949, -5.609,-78.886
53, 14.502,-12.804,-74.173
54, 12.149,-16.177,-69.761
55, 11.528,-17.875,-65.025
56, 11.911,-18.819,-60.635
57, 12.726,-19.295,-57.131
58, 13.743,-19.159,-54.150
59, 14.125,-19.497,-50.644
60, 14.326,-20.405,-45.391
61, 13.854,-21.282,-40.244
62, 13.728,-22.399,-36.062
63, 13.295,-22.520,-32.544
64, 12.981,-22.688,-28.787
65, 13.353,-22.799,-26.947
66, 13.281,-22.761,-23.594
67, 13.147,-22.793,-20.119
68, 13.597,-22.635,-17.913
69, 14.086,-23.085,-15.920
70, 14.237,-23.235,-12.623
71, 14.461,-23.107, -9.866
72, 14.647,-22.771, -7.560
73, 14.903,-22.300, -5.069
74, 15.248,-21.979, -2.438
75, 15.051,-22.135,  0.699
76, 14.683,-22.522,  4.028
77, 14.327,-23.017,  7.161
78, 13.889,-24.019, 10.692
79, 13.523,-25.073, 14.063
80, 13.198,-26.418, 17.536
81, 12.960,-27.906, 20.826
82, 13.029,-29.509, 24.452
83, 14.327,-31.657, 27.498
84, 16.499,-34.393, 30.739
85, 21.686,-37.326, 32.864
86, 41.451,-60.756, 51.868
87, 45.455,-64.898, 53.684
88, 48.680,-68.271, 55.106
89, 52.323,-72.258, 56.615
90, 57.533,-77.912, 58.290
91, 63.525,-84.055, 59.627
92, 68.956,-89.585, 60.551
93, 74.730, 84.382, 60.976
94, 80.177, 78.790, 60.866
95, 84.253, 73.709, 60.255
96, 87.678, 69.630, 59.534
97,-88.820, 66.286, 58.982
98,-85.513, 63.226, 58.173
99,-83.452, 61.082, 57.554
100,-81.186, 58.293, 56.489
101,-78.446, 54.889, 55.026
102,-76.619, 52.815, 53.932
103,-75.339, 50.949, 52.908
104,-73.591, 49.250, 51.518
105,-72.436, 47.690, 50.161
106,-71.655, 45.961, 48.452
107,-71.300, 44.033, 46.189
108,-70.453, 42.169, 43.753
109,-70.136, 41.042, 41.754
110,-70.472, 40.040, 40.206
