roll, pitch, yaw
  0.000,  0.000,  0.000
 -0.021,  1.989, 12.902
 -0.092,  2.071, 13.068
 -0.169,  2.130, 13.256
 -0.281,  2.214, 13.473
 -0.377,  2.293, 13.656
 -0.459,  2.352, 13.825
 -0.556,  2.426, 14.027
 -0.637,  2.504, 14.198
 -0.706,  2.580, 14.358
 -0.778,  2.639, 14.521
 -0.859,  2.708, 14.684
 -0.954,  2.777, 14.852
 -1.053,  2.853, 15.038
 -1.144,  2.934, 15.224
 -1.234,  2.995, 15.403
 -1.322,  3.067, 15.586
 -1.414,  3.158, 15.775
 -1.517,  3.241, 15.959
 -1.615,  3.336, 16.151
 -1.720,  3.437, 16.361
 -1.792,  3.576, 16.523
 -1.876,  3.742, 16.718
 -2.008,  3.889, 16.900
 -2.153,  4.063, 17.079
 -2.351,  4.257, 17.245
 -2.627,  4.476, 17.327
 -2.901,  4.692, 17.453
 -3.234,  4.766, 17.696
 -4.308,  4.954, 18.571
 -4.513,  5.141, 19.537
 -4.265,  4.927, 19.673
 -4.253,  4.402, 19.668
 -4.555,  4.131, 19.781
 -4.677,  3.982, 19.852
 -4.768,  4.012, 19.875
 -5.655,  4.104, 21.843
 -5.590,  3.902, 19.700
 -5.786,  4.100, 18.093
 -5.530,  3.907, 17.930
 -5.299,  3.246, 17.812
 -5.619,  2.483, 17.735
 -6.630,  2.555, 17.578
 -7.752,  3.265, 17.353
 -8.647,  4.458, 17.193
 -9.146,  5.594, 17.134
 -9.252,  6.057, 16.969
 -9.125,  6.381, 16.825
 -8.940,  6.676, 16.714
 -8.596,  6.705, 16.847
 -8.281,  6.623, 17.124
 -8.089,  6.571, 17.255
 -7.999,  6.556, 17.171
 -7.983,  6.476, 16.976
 -7.606,  6.251, 16.824
 -7.325,  6.070, 16.863
 -7.022,  5.839, 17.698
 -6.734,  5.681, 18.945
 -6.602,  5.814, 20.094
 -6.410,  5.986, 20.314
 -5.858,  6.606, 19.907
 -5.517,  7.321, 19.386
 -5.504,  7.812, 18.932
 -5.528,  7.819, 18.153
 -5.918,  8.011, 17.837
 -6.377,  8.153, 18.246
 -6.447,  7.735, 19.526
 -5.499,  7.684, 19.374
 -6.357,  8.449, 21.301
 -6.456,  8.332, 22.564
 -9.965,  8.337, 20.956
-10.324,  8.422, 20.728
-10.592,  8.452, 20.629
-10.777,  8.539, 20.634
-10.942,  8.648, 20.648
-11.062,  8.735, 20.610
-11.121,  8.852, 20.491
-11.228,  9.000, 20.424
-11.225,  9.090, 20.423
-11.122,  8.958, 20.427
-11.034,  8.953, 20.405
-10.850,  8.903, 20.336
-10.677,  8.859, 20.215
-10.342,  8.748, 20.005
-10.031,  8.721, 19.815
 -9.760,  8.676, 19.613
 -9.562,  8.624, 19.405
 -9.404,  8.590, 19.324
 -9.398,  8.621, 19.493
 -9.263,  8.794, 19.654
 -9.665,  8.924, 19.819
 -9.719,  9.096, 19.997
 -9.669,  9.104, 20.220
 -9.563,  9.144, 20.405
 -9.614,  9.209, 20.581
 -9.698,  9.265, 20.752
 -9.791,  9.333, 20.938
 -9.849,  9.379, 21.136
 -9.927,  9.456, 21.312
-10.072,  9.592, 21.484
-10.199,  9.677, 21.670
-10.368,  9.735, 21.929
-10.531,  9.812, 22.168
-10.672,  9.885, 22.428
-10.857, 10.031, 22.728
-11.015, 10.218, 22.991
-11.176, 10.410, 23.227
-11.300, 10.570, 23.412
-11.401, 10.695, 23.576
-11.499, 10.816, 23.745
-11.600, 10.938, 23.906
-11.714, 11.065, 24.082
-11.844, 11.196, 24.246
-11.956, 11.329, 24.418
-12.087, 11.454, 24.585
-12.212, 11.593, 24.758
-12.338, 11.723, 24.919
-12.389, 11.840, 25.061
-12.444, 11.953, 25.202
-12.510, 12.090, 25.368
-12.552, 12.214, 25.514
-12.593, 12.329, 25.653
-12.697, 12.464, 25.818
-12.821, 12.612, 25.970
-12.933, 12.756, 26.131
-13.021, 12.894, 26.279
-13.104, 13.036, 26.424
-13.216, 13.169, 26.582
-13.366, 13.312, 26.755
-13.516, 13.477, 26.930
-13.629, 13.602, 27.074
-13.751, 13.748, 27.227
-13.892, 13.901, 27.384
-14.019, 14.070, 27.543
-14.148, 14.224, 27.696
-14.311, 14.386, 27.862
-14.439, 14.551, 28.028
-14.568, 14.710, 28.182
-14.721, 14.867, 28.342
-14.887, 15.047, 28.516
-15.076, 15.221, 28.704
-15.241, 15.383, 28.870
-15.403, 15.552, 29.033
-15.569, 15.721, 29.184
-15.720, 15.884, 29.338
-15.875, 16.050, 29.490
-16.026, 16.211, 29.643
-16.190, 16.380, 29.808
-16.343, 16.546, 29.969
-16.494, 16.711, 30.119
-17.887, 18.130, 31.459
-18.068, 18.314, 31.606
-18.280, 18.502, 31.762
-18.482, 18.690, 31.936
-18.666, 18.871, 32.087
-18.853, 19.049, 32.238
-19.030, 19.226, 32.388
-19.197, 19.403, 32.533
-19.388, 19.599, 32.691
-19.574, 19.788, 32.848
-19.755, 19.979, 32.998
-19.907, 20.162, 33.147
-20.064, 20.347, 33.289
-20.196, 20.531, 33.449
-20.317, 20.712, 33.587
-20.462, 20.891, 33.730
-20.619, 21.079, 33.868
-20.750, 21.261, 34.004
-20.909, 21.437, 34.146
-21.068, 21.607, 34.303
-21.251, 21.801, 34.456
-21.420, 21.984, 34.591
-21.593, 22.180, 34.740
-21.770, 22.349, 34.887
-21.936, 22.486, 35.043
-22.090, 22.629, 35.198
-22.279, 22.808, 35.350
-22.456, 22.968, 35.500
-22.630, 23.127, 35.650
-22.805, 23.301, 35.796
-22.984, 23.472, 35.944
-23.151, 23.632, 36.093
-23.303, 23.786, 36.226
-23.451, 23.950, 36.365
-23.658, 24.159, 36.505
-23.866, 24.346, 36.645
-24.079, 24.543, 36.785
-24.282, 24.746, 36.912
-24.465, 24.936, 37.044
-24.644, 25.117, 37.158
-24.845, 25.331, 37.290
-25.028, 25.528, 37.421
-25.223, 25.731, 37.562
-25.405, 25.917, 37.685
-25.587, 26.118, 37.810
-25.776, 26.333, 37.932
-25.971, 26.547, 38.061
-26.188, 26.753, 38.192
-26.387, 26.953, 38.322
-26.587, 27.175, 38.444
-26.794, 27.403, 38.562
-27.011, 27.658, 38.682
-27.206, 27.868, 38.804
-27.415, 28.089, 38.922
-27.630, 28.314, 39.069
-27.838, 28.537, 39.194
-28.032, 28.756, 39.328
-28.231, 28.992, 39.452
-28.427, 29.213, 39.572
-28.621, 29.427, 39.692
-28.822, 29.639, 39.802
-29.034, 29.872, 39.921
-29.254, 30.089, 40.034
-29.454, 30.310, 40.153
-29.665, 30.529, 40.265
-29.883, 30.755, 40.383
-30.095, 30.961, 40.496
-30.312, 31.197, 40.623
-30.529, 31.417, 40.738
-30.745, 31.636, 40.853
-30.958, 31.856, 40.963
-31.184, 32.093, 41.082
-31.385, 32.342, 41.204
-31.607, 32.587, 41.323
-31.813, 32.821, 41.435
-32.027, 33.058, 41.547
-32.250, 33.300, 41.651
-32.472, 33.545, 41.765
-32.699, 33.774, 41.874
-32.959, 34.023, 41.990
-33.176, 34.244, 42.103
-33.416, 34.501, 42.228
-35.314, 36.509, 43.121
-35.594, 36.788, 43.226
-35.843, 37.044, 43.324
-36.102, 37.313, 43.434
-36.365, 37.571, 43.532
-36.628, 37.854, 43.638
-36.888, 38.129, 43.735
-37.125, 38.384, 43.830
-37.357, 38.646, 43.926
-37.609, 38.919, 44.026
-37.867, 39.194, 44.125
-38.129, 39.470, 44.228
-38.370, 39.739, 44.316
-38.661, 40.073, 44.315
-38.897, 40.351, 44.228
-39.186, 40.675, 44.146
-39.424, 40.960, 44.104
-39.720, 41.304, 44.072
-40.060, 41.716, 44.056
-40.388, 42.087, 44.072
-40.638, 42.346, 44.158
-40.893, 42.595, 44.254
-41.150, 42.853, 44.335
-41.394, 43.117, 44.416
-41.608, 43.297, 44.614
-41.798, 43.435, 44.851
-41.959, 43.539, 45.119
-42.171, 43.720, 45.261
-42.357, 43.909, 45.344
-42.583, 44.141, 45.425
-42.833, 44.389, 45.538
-43.090, 44.636, 45.643
-43.361, 44.911, 45.710
-43.646, 45.202, 45.783
-43.919, 45.469, 45.856
-44.195, 45.761, 45.939
-44.469, 46.042, 46.012
-44.755, 46.328, 46.082
-45.029, 46.602, 46.156
-45.303, 46.874, 46.246
-45.586, 47.166, 46.321
-45.844, 47.411, 46.405
-46.103, 47.665, 46.475
-46.367, 47.928, 46.556
-46.629, 48.206, 46.633
-46.911, 48.491, 46.697
-47.189, 48.755, 46.771
-47.451, 48.993, 46.884
-47.677, 49.185, 47.029
-47.898, 49.371, 47.168
-48.150, 49.614, 47.262
-48.430, 49.895, 47.338
-48.639, 50.104, 47.479
-48.866, 50.307, 47.607
-49.110, 50.531, 47.741
-49.354, 50.787, 47.828
-49.609, 51.056, 47.916
-49.854, 51.299, 48.000
