Packet number, Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Acceleromter Y (g),Accelerometer Z (g), Magnetometer X (G), Magnetometer Y (G), Magnetometer Z (G)
130, -1.869, 18.146,  2.041,  -0.118, -0.124, -1.081,  0.089,  0.163, -0.576
131,  0.733, 18.954,-11.836,  -0.047, -0.131, -1.126,  0.077,  0.157, -0.574
132,  7.140, 10.086,-21.376,  -0.043, -0.152, -1.161,  0.078,  0.165, -0.568
133,-17.914,-11.208, -1.996,  -0.045, -0.228, -1.123,  0.081,  0.182, -0.558
134, 10.610,  5.593,-19.365,  -0.126, -0.228, -0.974,  0.065,  0.180, -0.561
135,-19.956,-36.285,-34.438,  -0.123, -0.245, -1.100,  0.066,  0.188, -0.553
136,-96.944,-36.023,-27.866,  -0.253, -0.069, -1.087,  0.062,  0.167, -0.572
137,-68.159, 12.292,-16.262,  -0.124,  0.015, -1.021,  0.045,  0.128, -0.586
138,-23.492, 23.709,  7.245,  -0.095,  0.043, -0.988,  0.028,  0.120, -0.590
139,-21.728,  5.555,  9.623,  -0.085,  0.103, -0.997,  0.026,  0.113, -0.595
140,-17.914, -1.555,  0.501,  -0.033,  0.091, -0.949,  0.035,  0.106, -0.599
141,-14.976, -7.933, -0.703,  -0.077,  0.182, -1.072,  0.038,  0.105, -0.606
142,-12.030, -4.052,  1.279,  -0.067,  0.163, -0.987,  0.043,  0.096, -0.605
143,-10.056,  1.159, -1.099,  -0.075,  0.175, -0.916,  0.047,  0.097, -0.607
144,  1.907,  6.101, -5.555,  -0.064,  0.197, -0.920,  0.048,  0.102, -0.609
145, -0.755,  3.940, -6.221,  -0.055,  0.176, -0.975,  0.042,  0.102, -0.609
146,  3.462,  5.069, -8.396,  -0.079,  0.172, -0.990,  0.048,  0.108, -0.608
147,  4.052,  0.105, -6.482,  -0.041,  0.141, -0.903,  0.042,  0.111, -0.600
148,  4.067, -0.935, -9.092,  -0.067,  0.115, -0.982,  0.038,  0.118, -0.601
149, 11.634,  5.137,-19.357,  -0.075,  0.077, -1.002,  0.035,  0.126, -0.591
150,  3.312,  0.486,-13.825,  -0.049,  0.093, -0.982,  0.035,  0.130, -0.593
151,  5.122,  0.942,-10.079,  -0.093,  0.054, -1.053,  0.031,  0.133, -0.591
152,  8.681,  2.108,-10.019,  -0.075,  0.043, -1.029,  0.030,  0.138, -0.589
153,  5.361, -1.069, -2.819,  -0.092,  0.017, -0.963,  0.029,  0.143, -0.587
154,  9.413,  0.052,  3.013,  -0.070, -0.011, -1.038,  0.030,  0.145, -0.577
155,  9.234,  2.437,  2.968,  -0.060,  0.001, -1.114,  0.032,  0.152, -0.576
156, -0.120, -3.021, -0.852,  -0.072, -0.113, -1.155,  0.038,  0.153, -0.576
157,  2.273,  5.959, -6.497,  -0.078, -0.109, -1.040,  0.040,  0.154, -0.577
158,  3.432,  2.505, -9.361,  -0.061, -0.121, -1.019,  0.040,  0.157, -0.577
159,  5.675,  1.735, -7.544,  -0.091, -0.126, -0.992,  0.041,  0.163, -0.572
160,  7.140, -0.052, -5.952,  -0.100, -0.155, -0.982,  0.039,  0.167, -0.568
161, -3.185,  1.443, -3.125,  -0.084, -0.179, -1.055,  0.038,  0.168, -0.565
162, -5.421,  6.602, -5.346,  -0.097, -0.173, -1.003,  0.039,  0.170, -0.568
163, -5.458,  2.946, -3.716,  -0.080, -0.148, -0.980,  0.042,  0.170, -0.571
164, -3.103,  1.077, -2.079,  -0.083, -0.195, -0.962,  0.044,  0.167, -0.568
165, -4.389,  1.824, -4.172,  -0.082, -0.183, -0.983,  0.044,  0.170, -0.568
166, -3.185,  1.637, -1.839,  -0.111, -0.163, -0.981,  0.044,  0.170, -0.561
167, -2.841,  1.929,  1.779,  -0.098, -0.181, -0.976,  0.049,  0.170, -0.563
168, -4.015,  2.086,  0.314,  -0.099, -0.208, -1.038,  0.046,  0.167, -0.561
169, -2.572,  7.260, -1.144,  -0.090, -0.181, -0.996,  0.049,  0.176, -0.564
170, -4.583, -1.189, -1.974,  -0.077, -0.164, -1.013,  0.052,  0.177, -0.559
171, -7.559, -0.449,  5.219,  -0.101, -0.165, -1.178,  0.057,  0.177, -0.560
172,-12.509, -4.464,  3.768,  -0.113, -0.216, -1.080,  0.055,  0.179, -0.556
173,-21.369, -4.658,  2.221,  -0.116, -0.133, -0.944,  0.060,  0.175, -0.562
174,-23.298,  3.507, -0.837,  -0.095, -0.131, -0.990,  0.072,  0.169, -0.570
175,-17.989, -0.464, -1.802,  -0.108, -0.107, -0.974,  0.070,  0.161, -0.575
176,-12.987, -3.858, -2.505,  -0.123, -0.055, -1.039,  0.070,  0.157, -0.572
177,  0.972, -2.841, -2.639,  -0.153, -0.030, -0.989,  0.078,  0.158, -0.570
178,  0.531,  4.067, -5.735,   0.043, -0.084, -1.059,  0.080,  0.161, -0.571
179, -5.294,  2.901,-30.004,   0.091, -0.105, -1.103,  0.075,  0.161, -0.569
180, -9.174, -2.968,-38.057,  -0.057, -0.066, -1.006,  0.060,  0.152, -0.571
181,-20.823, -2.602,-42.364,  -0.158, -0.058, -1.068,  0.047,  0.139, -0.578
182,-17.929, -6.512,-30.685,  -0.264, -0.049, -0.960,  0.036,  0.127, -0.574
183, -1.959, -2.123,-28.240,  -0.298, -0.055, -1.005,  0.037,  0.121, -0.573
184, -0.733, -0.508,-16.845,  -0.336, -0.004, -0.998,  0.036,  0.120, -0.573
185, -5.107, -1.166, -8.539,  -0.297, -0.017, -1.016,  0.033,  0.119, -0.569
186, -5.211,  3.671, -7.686,  -0.230, -0.018, -1.049,  0.037,  0.120, -0.574
187, -8.598,  5.645, -8.224,  -0.197, -0.034, -1.015,  0.033,  0.116, -0.571
188, -6.079,  1.256, -6.131,  -0.245, -0.014, -1.048,  0.033,  0.117, -0.570
189, -5.480,  2.946,  2.004,  -0.312,  0.008, -1.054,  0.032,  0.117, -0.571
190, -2.123,  4.456,  9.555,  -0.360, -0.035, -0.980,  0.038,  0.118, -0.577
191, -1.473,  0.606, 14.841,  -0.333, -0.059, -0.990,  0.038,  0.121, -0.574
192, -2.094,  2.624, 25.264,  -0.279, -0.060, -1.037,  0.040,  0.129, -0.576
193, -2.161,  6.505, 26.431,  -0.167, -0.062, -1.096,  0.055,  0.141, -0.574
194, -7.649,  6.183, 28.599,  -0.065, -0.058, -1.078,  0.061,  0.149, -0.577
195, -0.135,  3.581, 15.357,  -0.029, -0.003, -1.066,  0.077,  0.156, -0.577
196, -1.039,  2.011, 12.800,  -0.060, -0.021, -1.031,  0.090,  0.159, -0.575
197,  2.535,  4.725, 10.826,  -0.072, -0.012, -1.062,  0.100,  0.161, -0.572
198,  3.664, -1.301,  3.753,  -0.184, -0.063, -1.033,  0.109,  0.166, -0.565
199,  4.150,  1.578,  7.813,  -0.204, -0.079, -1.034,  0.116,  0.174, -0.561
200, -6.056,  4.613,  9.406,  -0.117, -0.104, -1.047,  0.126,  0.174, -0.557
201, -5.705,  3.372,  5.944,  -0.152, -0.112, -0.989,  0.129,  0.169, -0.557
202, -6.303,  0.000,  8.067,  -0.151, -0.054, -1.064,  0.139,  0.166, -0.565
203, -4.860, -0.187,  2.370,  -0.162, -0.072, -1.009,  0.147,  0.165, -0.564
204, -5.518, -2.490,  1.241,  -0.170, -0.092, -1.015,  0.153,  0.163, -0.558
205, -2.460, -3.776,  0.965,  -0.246, -0.065, -0.975,  0.159,  0.161, -0.559
206,  0.359,  3.021,  4.419,  -0.188, -0.090, -1.025,  0.163,  0.158, -0.556
207,  0.890,  8.456, -1.338,  -0.032, -0.100, -1.027,  0.164,  0.163, -0.561
208, -1.338, 10.183,-17.929,   0.046, -0.142, -1.021,  0.155,  0.167, -0.561
209, -1.436, 11.649,-39.096,  -0.027, -0.106, -0.998,  0.138,  0.174, -0.555
210, -7.993, 10.213,-54.626,  -0.032, -0.131, -1.004,  0.112,  0.182, -0.558
211,-11.253,  4.165,-56.398,  -0.106, -0.090, -0.999,  0.063,  0.177, -0.565
212, -3.320,  5.152,-44.943,  -0.140, -0.057, -1.016,  0.049,  0.170, -0.564
213, -4.987,  1.645,-38.117,  -0.131, -0.190, -0.996,  0.027,  0.160, -0.567
214, -0.598, -6.684,-42.259,  -0.201, -0.152, -0.978,  0.017,  0.143, -0.565
215,  2.108, -1.092,-30.812,  -0.211, -0.112, -1.011,  0.015,  0.141, -0.559
216,  0.718, -2.916,-25.032,  -0.189, -0.158, -1.035,  0.009,  0.138, -0.555
217, -3.462, -6.393,-21.982,  -0.222, -0.139, -0.991,  0.008,  0.137, -0.555
218, -4.479, -0.770,-19.133,  -0.190, -0.120, -0.993,  0.007,  0.129, -0.557
219, -5.361, -4.135,-15.440,  -0.237, -0.099, -1.042,  0.004,  0.128, -0.562
220, -5.817,  0.052, -4.269,  -0.332, -0.102, -1.009,  0.010,  0.129, -0.564
221, -7.245,  2.041,  7.499,  -0.352, -0.083, -1.002,  0.012,  0.126, -0.561
222, -3.469,  7.761, 21.825,  -0.222, -0.150, -0.994,  0.012,  0.132, -0.559
223, -1.951,  6.729, 23.500,  -0.174, -0.191, -0.973,  0.011,  0.139, -0.553
224,  0.755,  7.985, 23.186,  -0.199, -0.159, -0.964,  0.022,  0.149, -0.558
225, -2.707,  9.264, 24.038,  -0.119, -0.127, -1.039,  0.023,  0.159, -0.559
226, -8.800, 12.628, 18.625,  -0.070, -0.133, -1.008,  0.035,  0.169, -0.562
227, -9.144,  5.316, 22.715,   0.002, -0.126, -0.938,  0.044,  0.176, -0.560
228,  5.166, -7.260, 14.595,  -0.122, -0.104, -1.005,  0.062,  0.181, -0.560
229, -5.099,  7.746, 15.432,  -0.071, -0.183, -1.049,  0.072,  0.187, -0.555
230, -6.647,-12.269,  2.602,  -0.073, -0.167, -0.970,  0.081,  0.186, -0.554
231,-37.436,-195.915,-83.247,  -0.409, -0.486, -0.744,  0.093,  0.182, -0.556
232,-35.418,-11.559,  8.808,  -0.043, -0.189, -1.039,  0.096,  0.167, -0.561
233, -4.666, -8.740,  0.052,  -0.145, -0.044, -1.035,  0.111,  0.164, -0.566
234,  5.510, 28.860, 20.419,  -0.146, -0.086, -1.023,  0.108,  0.166, -0.568
235,-10.393,  0.172,  5.323,  -0.129, -0.066, -0.960,  0.109,  0.159, -0.572
236, -8.778,  5.458, -2.490,  -0.196, -0.069, -1.004,  0.118,  0.160, -0.570
237,-16.815, 28.105,-25.077,  -0.098, -0.115, -1.169,  0.096,  0.155, -0.571
238,-11.985, -2.916,-29.032,  -0.065, -0.048, -1.152,  0.090,  0.140, -0.582
239, -6.976,-26.057,-27.567,  -0.161,  0.043, -0.914,  0.106,  0.144, -0.578
240, -1.951, 11.275,-27.903,  -0.222,  0.102, -0.850,  0.106,  0.142, -0.587
241,-30.864, 37.212, -1.660,  -0.087,  0.047, -1.025,  0.085,  0.127, -0.596
242, -9.795, 10.325,-35.380,  -0.069,  0.209, -1.069,  0.061,  0.115, -0.598
243, -5.817,  4.808,-13.174,  -0.147,  0.185, -1.072,  0.051,  0.115, -0.599
244,  8.479,  4.396, -7.125,  -0.090,  0.072, -1.050,  0.039,  0.113, -0.593
245,  1.518, 11.641, -4.965,   0.008,  0.134, -1.037,  0.044,  0.115, -0.598
246, -1.600,  3.335,-10.595,  -0.034,  0.132, -1.022,  0.042,  0.122, -0.600
247, -1.727, -1.966,-12.621,  -0.056,  0.093, -0.967,  0.027,  0.113, -0.589
248, -6.991,  6.228,-13.466,  -0.042,  0.115, -0.974,  0.041,  0.125, -0.600
249, -5.137,  8.770, -7.522,  -0.015,  0.114, -1.005,  0.034,  0.126, -0.595
250, -1.951,  6.348, -6.490,   0.005,  0.114, -0.999,  0.030,  0.125, -0.597
251, -4.329,  9.682, -2.662,  -0.023,  0.114, -1.003,  0.021,  0.122, -0.593
252, -6.774,  4.464, -2.243,  -0.004,  0.082, -1.060,  0.025,  0.123, -0.594
253,-10.714,  6.273,  0.650,   0.020,  0.106, -0.995,  0.025,  0.121, -0.598
254,-10.079,  2.811, -1.039,   0.003,  0.123, -0.944,  0.025,  0.118, -0.598
255, -5.413,  4.232, -4.755,   0.031,  0.134, -0.992,  0.025,  0.116, -0.594
256, -4.561,  3.537, -5.638,   0.025,  0.141, -1.002,  0.022,  0.116, -0.595
257, -5.757,  6.901, -9.301,   0.060,  0.123, -1.009,  0.020,  0.114, -0.600
258, -0.778,  2.737, -7.828,   0.022,  0.145, -0.976,  0.015,  0.115, -0.600
259, -1.032,  1.099, -2.557,   0.047,  0.113, -0.992,  0.018,  0.118, -0.598
260, -1.854,  2.811, -3.664,   0.069,  0.134, -1.003,  0.016,  0.118, -0.596
261, -0.576,  0.994, -7.753,   0.051,  0.113, -0.983,  0.016,  0.122, -0.596
262,  2.520,  1.720, -7.163,   0.040,  0.091, -0.979,  0.019,  0.123, -0.594
263,  7.215, -3.604, -6.124,   0.026,  0.083, -0.999,  0.016,  0.126, -0.594
264,  7.125, -3.649, -4.546,   0.044,  0.051, -1.010,  0.016,  0.132, -0.590
265, 16.142, -4.882, -1.892,  -0.054,  0.024, -0.755,  0.027,  0.139, -0.586
266,  0.591, 24.030,  1.735,   0.023,  0.079, -1.491,  0.022,  0.147, -0.574
267,-36.756, -1.652,-32.337,   0.081, -0.014, -1.666,  0.020,  0.144, -0.570
268,-50.125,-27.537,-10.565,  -0.091,  0.003, -1.086,  0.026,  0.120, -0.595
269,-36.233, -3.447, -9.376,  -0.020,  0.252, -0.814,  0.042,  0.104, -0.608
270, -2.445, -4.045,-21.414,  -0.022,  0.249, -0.958,  0.043,  0.090, -0.611
271,-21.556, -5.795,-20.838,  -0.065,  0.192, -0.927,  0.041,  0.087, -0.615
272,-17.735, -1.645,-29.728,  -0.132,  0.208, -0.862,  0.047,  0.074, -0.616
273,-15.253,  4.778,-16.471,  -0.148,  0.296, -0.848,  0.046,  0.064, -0.620
274, -5.974, -5.578,  4.015,  -0.143,  0.294, -0.792,  0.010,  0.036, -0.599
275, 23.417, -5.952, 12.516,  -0.151,  0.275, -0.604,  0.049,  0.060, -0.614
276, 26.431, 20.643,  5.107,  -0.078,  0.257, -0.902,  0.051,  0.084, -0.612
277, 24.487, 11.739,  4.396,  -0.104,  0.116, -1.033,  0.031,  0.104, -0.601
278, 22.827, -2.408, 10.654,  -0.013,  0.126, -1.010,  0.037,  0.124, -0.595
279, 25.862,  2.751,  9.982,   0.058,  0.119, -0.907,  0.041,  0.136, -0.586
280, 19.200, 17.114, -5.017,  -0.061,  0.001, -1.097,  0.044,  0.141, -0.579
281, 17.690, 10.617, -8.927,  -0.035, -0.159, -1.266,  0.054,  0.146, -0.567
282, 13.982, -5.780, -8.636,   0.006, -0.089, -1.128,  0.088,  0.144, -0.550
283,  0.120,  4.561, -6.049,  -0.022, -0.104, -1.078,  0.126,  0.131, -0.561
284, -5.869, -3.230, -4.060,  -0.049, -0.130, -1.109,  0.135,  0.129, -0.583
285,-13.264,  3.522, -0.262,  -0.089, -0.127, -0.996,  0.135,  0.133, -0.606
286, -1.600,  0.329, -2.206,  -0.099, -0.121, -1.015,  0.131,  0.130, -0.614
287, -1.361, -0.942,-20.643,   0.004, -0.018, -1.302,  0.140,  0.131, -0.604
288,-50.880, -0.269,-15.402,  -0.085, -0.108, -1.340,  0.123,  0.134, -0.573
289,-58.940,-16.202, -3.006,  -0.107, -0.029, -1.170,  0.052,  0.116, -0.577
290,-68.689, 11.970, -8.015,  -0.109,  0.094, -0.830,  0.048,  0.094, -0.594
291,-25.032,  5.196,  0.935,  -0.051,  0.199, -0.847,  0.041,  0.073, -0.606
292,-14.901,  1.847, -9.137,  -0.005,  0.290, -0.749,  0.036,  0.065, -0.617
293, -2.146, 16.509,-11.417,  -0.051,  0.246, -0.611,  0.028,  0.056, -0.613
294,  8.008, 29.189,-19.694,  -0.010,  0.267, -0.713,  0.013,  0.065, -0.608
295, 27.948, -3.327, -4.546,  -0.007,  0.230, -0.827,  0.001,  0.072, -0.606
296, 25.100,  0.239,  0.576,  -0.009,  0.264, -1.193, -0.005,  0.084, -0.595
297, 12.053,  3.813, -2.699,  -0.115,  0.060, -1.251,  0.007,  0.094, -0.595
298,  9.869,  7.567, 13.473,  -0.003,  0.115, -1.082,  0.008,  0.099, -0.592
299,-14.430, 14.370,  4.120,   0.111,  0.116, -1.103,  0.017,  0.099, -0.586
300,-23.858, -7.125,  1.159,   0.041,  0.130, -1.051,  0.024,  0.088, -0.586
301,-11.327,  3.095, 23.021,   0.037,  0.085, -0.990,  0.021,  0.078, -0.589
302,  2.609, -6.759, 12.823,   0.006,  0.159, -0.922,  0.042,  0.088, -0.588
303, 19.814,  0.209, -2.662,  -0.058,  0.068, -0.980,  0.045,  0.091, -0.577
304, 38.109, -4.673, 14.587,  -0.405,  0.175, -1.113,  0.062,  0.115, -0.555
305,  1.122, -1.301, 62.319,  -0.109, -0.011, -1.709,  0.052,  0.110, -0.505
306,-85.475, 25.047, 33.362,   0.460, -0.597, -1.845,  0.083,  0.133, -0.558
307,-94.342, 30.446,-25.541,   0.370, -0.193, -0.084,  0.063,  0.099, -0.605
308,  3.723,-53.698,-66.544,   0.048,  0.173,  0.608,  0.062,  0.059, -0.622
309, 75.434,-70.985,-70.267,  -0.166, -0.271, -0.579,  0.110,  0.091, -0.594
310,119.225, 26.445,-90.439,  -0.186, -0.530, -1.776,  0.117,  0.149, -0.574
311,-25.309, 20.143,-91.987,  -0.660, -0.133, -2.000,  0.037,  0.156, -0.585
312,-65.983, 76.323,-16.599,  -0.704,  0.035, -1.335, -0.005,  0.113, -0.591
313,-64.517, 70.850, 38.251,  -0.562,  0.094, -0.415, -0.050,  0.081, -0.579
314,-25.331,-28.823, 69.482,  -0.143, -0.208,  0.281, -0.057,  0.082, -0.579
315, 60.846,-145.947, 14.430,  -0.297, -0.245, -0.429,  0.034,  0.127, -0.580
316, 91.703, -0.082, 78.813,  -0.728,  0.061, -1.943,  0.144,  0.169, -0.524
317,-36.390, 23.156,107.434,   0.086, -0.750, -2.000,  0.085,  0.176, -0.479
318,-102.029, 77.691, 13.249,   0.326, -0.582, -1.288,  0.162,  0.127, -0.538
319,-212.551,  4.322, -7.365,   0.508, -1.019, -0.601,  0.142,  0.067, -0.607
320,-31.567,-40.330,-70.858,  -0.050,  0.613,  0.579,  0.090, -0.007, -0.621
321,111.591,-62.237,-95.554,  -0.195, -0.164, -0.298,  0.131,  0.047, -0.601
322,150.643,  9.825,-112.189,  -0.401, -0.542, -1.565,  0.099,  0.157, -0.573
323, 19.911, 25.586,-73.617,  -0.552, -0.740, -2.000,  0.044,  0.183, -0.558
324,-102.716, 72.847,-49.788,  -0.654, -0.181, -1.450, -0.008,  0.143, -0.574
325,-86.626, 74.619, 19.103,  -0.436,  0.065, -0.536, -0.052,  0.106, -0.566
326,-17.070,-63.336, 51.710,  -0.278,  0.066,  0.180, -0.057,  0.099, -0.567
327, 15.200,-142.448, 33.533,  -0.241, -0.559, -0.560,  0.017,  0.128, -0.573
328, 81.669,  2.288, 55.239,  -0.484, -0.131, -1.652,  0.118,  0.192, -0.586
329,  3.813, 30.834, 89.744,  -0.029, -0.272, -1.997, -0.232, -0.016,  0.474
330,-62.514, 68.323, 35.605,   0.224, -0.494, -1.510,  0.125,  0.143, -0.523
331,-100.989, 48.024,-17.518,   0.320, -0.412, -0.559,  0.127,  0.134, -0.562
332,-18.281,  7.581,-65.355,   0.067,  0.100,  0.042,  0.082,  0.100, -0.606
333, 47.911,-67.231,-52.240,  -0.191,  0.113, -0.304,  0.089,  0.115, -0.591
334,101.692,-19.328,-55.807,  -0.192, -0.337, -1.023,  0.108,  0.149, -0.564
335, 42.790,  0.060,-70.065,  -0.308, -0.357, -1.668,  0.066,  0.177, -0.590
336,-35.134, 21.361,-64.929,  -0.643, -0.080, -1.874,  0.056,  0.161, -0.578
337,-65.527, 64.562,-14.931,  -0.535, -0.059, -1.239,  0.008,  0.116, -0.579
338,-81.512, 34.236, 12.726,  -0.444,  0.070, -0.666, -0.023,  0.095, -0.571
339,-18.587, -8.576, 56.517,  -0.139, -0.014, -0.124, -0.014,  0.089, -0.580
340, 27.238,-79.733,  9.638,   0.210, -0.399, -0.320,  0.017,  0.113, -0.579
341, 39.851,-38.648,  9.234,  -0.468,  0.213, -1.675,  0.068,  0.140, -0.577
342, 20.270, 53.242, 46.296,  -0.146, -0.198, -1.684,  0.106,  0.174, -0.568
343,-22.229, 15.163, -1.578,   0.209, -0.279, -0.935,  0.100,  0.167, -0.537
344,-15.858, -1.391, -0.561,  -0.205,  0.051, -0.852,  0.088,  0.166, -0.536
345,  4.695, -7.574, 11.611,  -0.141, -0.124, -0.982,  0.095,  0.170, -0.532
346,-15.739, -4.494, 20.195,  -0.133, -0.154, -1.102,  0.108,  0.163, -0.537
347,-19.858, -1.264, 25.511,  -0.140, -0.053, -1.091,  0.117,  0.160, -0.543
348,-21.795,-12.180, 23.141,  -0.057, -0.109, -0.995,  0.146,  0.145, -0.538
349, -3.051, -5.219, 10.497,   0.007, -0.076, -0.964,  0.163,  0.140, -0.546
350,  7.223,  1.189, -5.996,   0.094, -0.038, -0.976,  0.167,  0.143, -0.543
351,  5.047, 11.604,-27.320,   0.266, -0.141, -1.024,  0.156,  0.155, -0.538
352,-11.597, -0.426,-79.650,   0.283, -0.286, -1.040,  0.129,  0.176, -0.538
353, -8.434, -8.038,-89.841,  -0.107, -0.140, -1.014,  0.068,  0.169, -0.558
354,-12.247,-12.673,-73.475,  -0.374, -0.184, -1.035,  0.040,  0.137, -0.563
355,-10.378, -4.598,-45.780,  -0.526, -0.139, -0.972,  0.034,  0.115, -0.555
356, -3.551,  2.804,-19.843,  -0.443, -0.078, -0.993,  0.034,  0.109, -0.548
357, -2.804,  6.049,-11.245,  -0.318, -0.104, -1.019,  0.034,  0.107, -0.546
358,  2.579,  9.286, -0.232,  -0.243, -0.099, -1.096,  0.033,  0.110, -0.550
359, -1.413,  8.524, -1.533,  -0.223, -0.051, -1.031,  0.030,  0.113, -0.551
360, -4.366, -0.299, -4.067,  -0.191, -0.065, -0.992,  0.029,  0.109, -0.546
361, -2.348,  0.022,  0.037,  -0.222, -0.109, -0.995,  0.030,  0.114, -0.544
362,  1.234,  2.789,  4.561,  -0.384, -0.132, -1.068,  0.031,  0.116, -0.545
363,-13.241,  3.267,  4.867,  -0.403, -0.050, -1.026,  0.031,  0.116, -0.551
364,-12.090,  6.609, 29.182,  -0.291, -0.110, -1.028,  0.032,  0.116, -0.561
365,-12.202,  4.052, 32.988,  -0.150, -0.074, -1.041,  0.037,  0.127, -0.569
366, -0.419, 19.918, 22.916,   0.139, -0.077, -0.941,  0.048,  0.147, -0.565
367, -0.269,  0.202, 13.668,   0.073, -0.001, -0.932,  0.058,  0.157, -0.554
368,  9.802,  1.406,  7.372,  -0.067, -0.031, -1.018,  0.079,  0.167, -0.555
369,  6.916,  2.983,  5.466,  -0.078, -0.161, -1.066,  0.083,  0.171, -0.546
370, -0.486, -0.404, -2.475,  -0.115, -0.128, -1.065,  0.096,  0.176, -0.542
371, -2.647,  0.030, -4.509,  -0.127, -0.135, -0.964,  0.097,  0.176, -0.542
372, -3.551, -6.400, -9.421,  -0.168, -0.116, -0.996,  0.102,  0.173, -0.534
373, -5.839, -6.482,-12.068,  -0.144, -0.165, -0.954,  0.104,  0.176, -0.538
374,  0.830,-16.068,-25.376,  -0.124, -0.258, -0.995,  0.102,  0.172, -0.538
375,-12.703, 32.524,-63.859,  -0.344,  0.040, -1.430,  0.083,  0.168, -0.558
376,-15.260, 83.060, -2.183,  -0.524,  0.559, -0.898,  0.041,  0.146, -0.573
377,  2.415,-24.143, 66.439,  -0.158, -0.040, -0.031,  0.036,  0.154, -0.568
378, 25.249,-108.503,-45.407,   0.141, -1.033, -1.313,  0.121,  0.186, -0.531
