Packet number, Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Acceleromter Y (g),Accelerometer Z (g), Magnetometer X (G), Magnetometer Y (G), Magnetometer Z (G)
118, -4.995,  2.191, 24.412,  -0.124, -0.074, -1.101, -0.185,  0.016, -0.231
119, -7.589, -1.293, 17.107,  -0.138, -0.044, -1.153, -0.178,  0.024, -0.223
120,-10.071, -4.621,  7.851,  -0.353,  0.024, -0.754, -0.173,  0.027, -0.231
121, -8.097,  5.555, 27.395,  -0.294,  0.063, -1.080, -0.159,  0.031, -0.225
122,-16.157, -3.028, 10.206,  -0.163, -0.015, -1.033, -0.144,  0.029, -0.231
123,-13.623,  1.645,  6.333,  -0.141, -0.028, -1.039, -0.142,  0.025, -0.233
124, -8.875, -8.882, -7.918,  -0.177,  0.099, -0.987, -0.142,  0.020, -0.226
125, -4.867, -4.389, -0.860,  -0.222,  0.069, -0.969, -0.127,  0.021, -0.231
126,  0.516, -2.138,  0.493,  -0.220,  0.056, -1.061, -0.121,  0.020, -0.231
127,  5.630, -1.608,  2.452,  -0.277,  0.076, -0.960, -0.113,  0.024, -0.226
128,  8.995,  3.566,  7.282,  -0.300, -0.026, -1.109, -0.108,  0.031, -0.220
129,  2.034,  3.163,  8.568,  -0.238,  0.002, -0.949, -0.107,  0.035, -0.206
130, -5.458, -1.892,-10.744,  -0.296, -0.006, -1.067, -0.101,  0.032, -0.207
131,-15.028, -1.742, -7.073,  -0.328, -0.017, -0.975, -0.099,  0.031, -0.206
132,-11.604, -5.039, -3.477,  -0.312, -0.029, -1.024, -0.091,  0.026, -0.213
133, -7.881,  0.516, 16.419,  -0.329,  0.021, -0.911, -0.092,  0.020, -0.212
134, -2.310, 11.499, 29.294,  -0.177, -0.018, -1.082, -0.079,  0.017, -0.205
135,-15.006, 14.692,  2.422,  -0.213,  0.011, -1.009, -0.078,  0.018, -0.206
136,-10.647,  8.987, -8.516,  -0.278,  0.078, -0.940, -0.088,  0.013, -0.206
137,  7.798,  5.122,-16.486,  -0.241,  0.081, -0.966, -0.083,  0.014, -0.214
138, -5.877, -4.770,-23.544,  -0.202,  0.117, -1.000, -0.084,  0.019, -0.210
139,  1.712, 18.670,-12.830,  -0.171,  0.064, -1.053, -0.088,  0.021, -0.206
140, -3.873,  5.323,-19.485,  -0.204,  0.033, -1.038, -0.099,  0.024, -0.206
141, -2.355, 17.810,-15.283,  -0.144,  0.021, -0.948, -0.109,  0.023, -0.208
142, -2.206, 17.615,-18.333,  -0.142, -0.017, -1.019, -0.117,  0.026, -0.208
143, -5.675,  5.219,-23.470,  -0.076,  0.017, -1.024, -0.122,  0.029, -0.205
144, -6.101,  1.869,-21.212,  -0.031,  0.011, -1.010, -0.126,  0.029, -0.213
145, -5.892,  5.623,-22.318,  -0.049, -0.017, -1.012, -0.135,  0.031, -0.214
146, -7.170,  7.738,-18.812,  -0.041,  0.006, -1.003, -0.136,  0.025, -0.211
147, -2.303,  1.136,-20.771,  -0.052,  0.037, -1.125, -0.141,  0.036, -0.217
148, -6.393, 10.669,-12.942,  -0.100,  0.101, -1.056, -0.157,  0.039, -0.220
149, -3.282,  6.849, -4.531,  -0.193,  0.057, -1.219, -0.151,  0.049, -0.226
