Packet number, Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Acceleromter Y (g),Accelerometer Z (g), Magnetometer X (G), Magnetometer Y (G), Magnetometer Z (G)
257,  3.641,  1.794, 12.322,  -0.010, -0.035,  1.009,  0.016, -0.028,  0.363
258, -4.015,  3.432, 34.027,  -0.058,  0.011,  1.006,  0.003, -0.031,  0.351
259, -8.965, 13.914, 47.680,  -0.035,  0.072,  1.031,  0.031, -0.040,  0.377
260,-12.740, 15.126, 28.150,   0.019,  0.145,  1.010,  0.058, -0.035,  0.371
261, -9.854,  3.118, 25.384,  -0.138,  0.164,  0.970,  0.057, -0.046,  0.379
262,-15.821,  7.656, 28.389,  -0.074,  0.377,  1.013,  0.074, -0.060,  0.400
263, -3.200,  6.624, -1.503,  -0.115,  0.321,  0.982,  0.083, -0.068,  0.408
264, -3.260,  6.370,-19.507,  -0.143,  0.249,  1.040,  0.083, -0.064,  0.404
265, 11.462, -5.765,-27.634,  -0.119,  0.303,  0.973,  0.079, -0.063,  0.392
266,-14.632, -0.202,-45.840,  -0.035,  0.275,  1.004,  0.063, -0.056,  0.379
267,-15.731, 10.610,-48.562,  -0.076,  0.045,  0.960,  0.055, -0.034,  0.370
268,-13.197,  7.783,-48.607,  -0.152, -0.236,  0.898,  0.035, -0.032,  0.357
269, -2.916,  1.510,-24.494,  -0.146, -0.289,  0.927,  0.030, -0.026,  0.353
270, -0.030, -3.985,  1.428,  -0.127, -0.200,  0.970,  0.026, -0.024,  0.354
271,  0.135,  0.052, 29.593,  -0.104, -0.077,  0.921,  0.009, -0.034,  0.358
272,-10.415,-11.357, 39.635,  -0.108,  0.126,  0.904,  0.031, -0.037,  0.365
273,-28.143,  2.370, 24.240,  -0.069,  0.257,  1.015,  0.058, -0.025,  0.369
274,-22.490, 14.774,-11.372,  -0.123,  0.120,  1.132,  0.073, -0.000,  0.358
275,-14.116, 10.296, -8.127,  -0.147, -0.025,  0.972,  0.079,  0.009,  0.354
276,-20.591,  3.462,-14.026,  -0.100, -0.038,  1.031,  0.078,  0.030,  0.345
