Packet number, Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Acceleromter Y (g),Accelerometer Z (g), Magnetometer X (G), Magnetometer Y (G), Magnetometer Z (G)
274, 27.560,  7.514, 32.696,  -0.522, -0.508, -0.916,  0.064,  0.221, -0.375
275, 10.639, -2.153,  7.410,  -0.522, -0.629, -0.764,  0.092,  0.221, -0.361
276,  3.753,  1.196, -2.355,  -0.483, -0.325, -0.894,  0.105,  0.228, -0.350
277, -2.849, -0.471, -5.346,  -0.460, -0.276, -1.004,  0.107,  0.226, -0.344
278, -8.927,  5.929,  1.054,  -0.519, -0.188, -0.964,  0.108,  0.234, -0.357
279, -6.034,  5.421, -5.316,  -0.454, -0.236, -0.938,  0.113,  0.227, -0.326
280, -9.496,  5.720, -3.342,  -0.428, -0.187, -0.985,  0.107,  0.227, -0.355
281, -4.269,  3.566, -4.920,  -0.427, -0.171, -0.963,  0.105,  0.225, -0.345
282, -6.363,  4.142, -4.546,  -0.429, -0.219, -0.904,  0.104,  0.219, -0.346
283, -7.798,  2.722, -4.867,  -0.456, -0.204, -0.942,  0.105,  0.219, -0.348
284, -5.264,  4.060, -4.606,  -0.448, -0.179, -0.947,  0.104,  0.209, -0.349
285,  3.372,  1.794, -3.783,  -0.469, -0.152, -1.120,  0.105,  0.224, -0.354
286, 33.631, 22.887,  3.342,  -0.594, -0.378, -1.829,  0.098,  0.239, -0.317
287,-18.071,119.128, -4.621,  -0.641, -0.345, -1.306,  0.072,  0.223, -0.272
288,-39.889, 74.177, -9.114,  -0.177, -0.154, -0.378,  0.016,  0.205, -0.290
289,  9.301, 23.178,-49.287,   0.009, -0.117, -0.227, -0.022,  0.215, -0.298
290, 32.786,  1.712,-29.070,   0.083, -0.055, -0.635, -0.044,  0.210, -0.292
291,  2.019,-12.135,-11.858,   0.181, -0.494, -0.940, -0.044,  0.208, -0.251
292,  1.002, -7.933,-35.732,   0.017, -0.723, -0.868, -0.048,  0.211, -0.259
293,  9.697, -7.066,-84.727,  -0.029, -0.723, -0.975, -0.074,  0.201, -0.284
294, 12.382, -7.424,-113.154,  -0.110, -0.367, -1.087, -0.120,  0.167, -0.281
295,-11.178, -6.871,-110.059,  -0.076, -0.090, -0.977, -0.164,  0.115, -0.303
296,-10.318,-10.071,-85.722,  -0.140,  0.405, -0.950, -0.181,  0.047, -0.316
297,-41.616,  1.839, 26.984,   0.022,  0.294, -1.094, -0.181,  0.032, -0.300
298, -9.825, -5.720,  0.179,   0.102,  0.060, -0.924, -0.183,  0.033, -0.300
299,-14.542,-21.212, 41.055,   0.066, -0.042, -0.452, -0.173,  0.040, -0.328
300,-15.417,-58.401, 28.741,   0.008, -0.162, -0.548, -0.134,  0.071, -0.330
301,  5.159,-81.923, 12.232,  -0.307, -0.036, -1.174, -0.081,  0.081, -0.354
302,-28.898,-53.407,  3.507,  -0.583, -0.043, -1.589, -0.018,  0.099, -0.389
303, -8.411,-14.782,  1.338,  -0.569,  0.009, -1.404,  0.023,  0.090, -0.400
304, -9.645, 15.739, -9.413,  -0.510, -0.004, -1.171,  0.031,  0.108, -0.409
305,-13.114, 12.509,-16.232,  -0.423,  0.024, -0.921,  0.014,  0.082, -0.407
306, -4.987,  1.024, -9.174,  -0.376,  0.031, -0.930,  0.003,  0.096, -0.401
307, -4.755, -7.626, -5.944,  -0.401,  0.175, -0.947,  0.016,  0.102, -0.414
308, -7.260, -2.819, 13.346,  -0.450,  0.586, -1.175,  0.045,  0.093, -0.406
309, -0.471,  7.193, 71.583,  -0.694,  0.452, -0.920,  0.103,  0.102, -0.432
310,  2.049,  1.032, 64.577,  -0.437, -0.238, -0.761,  0.134, -0.102, -0.266
311, 32.419,-21.399,  2.991,  -0.479, -0.224, -0.731,  0.092,  0.098, -0.331
312, 28.240, -7.238, -0.905,  -0.935,  0.065, -1.150,  0.010,  0.049, -0.503
313, -3.006,  2.019, 11.395,  -0.409, -0.437, -0.833, -0.110,  0.102, -0.543
314, -2.400,  1.084,-10.482,  -0.554, -0.099, -0.961, -0.072,  0.099, -0.554
315, -7.051,  6.909, -4.030,  -0.555,  0.079, -0.966, -0.032,  0.101, -0.546
316,-10.557,  6.423,  3.454,  -0.545,  0.027, -1.021, -0.014,  0.097, -0.524
317, -4.486,  6.804,  1.166,  -0.502, -0.010, -0.927, -0.007,  0.115, -0.492
318, -0.785,  4.180, -4.284,  -0.484,  0.014, -1.077, -0.000,  0.132, -0.473
319, 19.253, 24.950, -9.959,  -0.592, -0.081, -1.531, -0.043,  0.145, -0.437
320,  5.443, 90.357, -8.658,  -0.648, -0.110, -1.473, -0.001,  0.161, -0.316
321, -3.851, 79.643, -9.533,  -0.311, -0.229, -0.803, -0.017,  0.164, -0.344
322,-16.995, 43.642,-19.500,  -0.131,  0.005, -0.474, -0.054,  0.151, -0.318
323, -0.710, 16.105,-18.707,   0.100, -0.147, -0.666, -0.072,  0.158, -0.323
324, -2.923, -3.776, -4.852,   0.046, -0.098, -0.869, -0.080,  0.156, -0.314
325,-14.169, -7.694,  8.337,   0.000, -0.381, -0.975, -0.074,  0.157, -0.307
326,-13.780,-12.449,-28.614,  -0.021, -0.566, -1.015, -0.070,  0.166, -0.313
327,  5.697, -1.249,-51.448,  -0.110, -0.413, -1.088, -0.083,  0.154, -0.328
328,  6.841,  5.219,-87.793,  -0.112, -0.360, -1.042, -0.099,  0.128, -0.332
329,-34.715, -5.368,-93.782,  -0.173,  0.167, -0.974, -0.140,  0.071, -0.319
330,-20.591, -1.922,-43.425,  -0.182,  0.690, -1.011, -0.154,  0.028, -0.339
331, -3.492,  4.942,  8.830,   0.040,  0.175, -1.025, -0.156,  0.022, -0.343
332,-10.669,  7.387, 10.535,   0.025,  0.083, -0.881, -0.157,  0.030, -0.331
333,-18.356, -6.647, 35.679,   0.023,  0.034, -0.564, -0.149,  0.045, -0.334
334, 26.236,-39.881, 27.649,  -0.062, -0.087, -0.700, -0.131,  0.060, -0.329
335,-14.550,-59.089, 32.487,  -0.204, -0.101, -1.003, -0.100,  0.100, -0.337
336,  5.772,-59.523,  5.555,  -0.348, -0.241, -1.375, -0.035,  0.099, -0.379
337,-17.742,-38.304, -7.424,  -0.516, -0.131, -1.442,  0.014,  0.098, -0.338
338, -8.367, -6.497, -2.826,  -0.508, -0.099, -1.228,  0.042,  0.115, -0.351
339, -7.611,  3.903, -2.520,  -0.460, -0.049, -1.068,  0.048,  0.103, -0.359
340,-10.826,  2.871, -1.907,  -0.454, -0.073, -0.928,  0.050,  0.105, -0.353
341, -5.159,  0.389, -4.823,  -0.425, -0.053, -0.973,  0.050,  0.104, -0.365
342, -9.383,  2.759, -5.383,  -0.441, -0.037, -0.997,  0.047,  0.111, -0.354
343, -7.215,  0.718, -4.292,  -0.447, -0.036, -1.008,  0.059,  0.104, -0.345
344, -6.505,  3.409, -3.626,  -0.460, -0.016, -0.970,  0.050,  0.096, -0.346
345, -7.327,  2.527, -4.516,  -0.442, -0.025, -0.960,  0.055,  0.109, -0.370
346, -6.221,  2.258, -5.421,  -0.437, -0.001, -0.965,  0.049,  0.088, -0.360
347, -6.565,  3.170, -5.652,  -0.465, -0.006, -0.923,  0.048,  0.090, -0.361
348, -6.310,  2.744, -5.847,  -0.454,  0.028, -0.996,  0.049,  0.096, -0.343
349, -6.834,  1.854, -3.910,  -0.415, -0.019, -1.026,  0.051,  0.090, -0.350
350, -3.753,  2.273, -4.980,  -0.480, -0.003, -0.945,  0.047,  0.091, -0.343
351, -7.955,  1.473, -4.097,  -0.440, -0.001, -0.998,  0.047,  0.092, -0.350
352, -7.395,  2.766, -5.809,  -0.459,  0.020, -0.995,  0.047,  0.090, -0.337
353, 15.193, 16.800,-20.270,  -0.693,  0.036, -1.094,  0.042,  0.096, -0.346
354, -7.851, 32.076,  0.112,  -0.644, -0.039, -0.957,  0.018,  0.073, -0.354
355,-29.773, 49.265,  9.368,  -0.487,  0.068, -0.809, -0.027,  0.070, -0.368
356,-28.778, 33.160,  5.152,  -0.234,  0.321, -1.035, -0.050,  0.058, -0.402
357,-50.640,  0.120, -0.030,   0.158,  0.151, -1.038, -0.057,  0.020, -0.410
358,-34.446,  2.161,  5.346,   0.010,  0.305, -1.078, -0.040,  0.002, -0.399
359, -1.458,  1.009, -1.271,  -0.050,  0.173, -0.946, -0.037, -0.012, -0.397
360,-13.069,  1.017, -2.071,  -0.244,  0.309, -0.963, -0.032, -0.003, -0.407
361, -2.864, -9.593,-15.544,  -0.285,  0.310, -1.044, -0.029,  0.003, -0.401
362, -7.178,  1.002, -7.634,  -0.213,  0.305, -0.991, -0.023,  0.014, -0.414
363, -1.421,  4.591, -7.469,  -0.228,  0.381, -1.019, -0.025, -0.015, -0.408
364, -1.622, 10.968,  6.325,  -0.151,  0.617, -1.083, -0.032,  0.006, -0.414
365, 22.131,  0.299, 54.371,  -0.171,  0.607, -0.903, -0.037,  0.009, -0.385
366, 36.659,-23.986, 63.680,  -0.173,  0.279, -0.819, -0.023,  0.027, -0.397
367, 26.842,-30.154, 34.550,  -0.368, -0.020, -0.939,  0.012,  0.092, -0.398
368,  4.516,-49.369,  4.374,  -0.521, -0.174, -0.885,  0.049,  0.100, -0.339
369,  6.011,-36.756,-22.423,  -0.568, -0.043, -0.996,  0.098,  0.149, -0.356
370,-11.686,-22.154,-18.879,  -0.513, -0.099, -1.098,  0.120,  0.135, -0.346
371, 14.655, -3.297,-12.845,  -0.565,  0.059, -0.992,  0.129,  0.129, -0.350
372,  0.501, -2.587, -5.466,  -0.580, -0.002, -0.945,  0.132,  0.150, -0.359
373, -8.023,  5.219, -3.708,  -0.609,  0.026, -0.980,  0.130,  0.144, -0.344
374, -5.884, 10.333, -1.032,  -0.625,  0.111, -1.283,  0.125,  0.145, -0.361
375,-18.101, 43.440, 10.019,  -0.694,  0.140, -1.408,  0.096,  0.122, -0.333
376,-34.894, 44.689,  7.312,  -0.373, -0.028, -0.923,  0.045,  0.124, -0.368
377,  8.823, 23.709,-38.999,  -0.254, -0.038, -0.788,  0.010,  0.115, -0.347
378,-23.328, 11.230,-60.570,  -0.296, -0.099, -0.766, -0.018,  0.121, -0.385
379,  0.426,  8.666,-53.796,  -0.284,  0.156, -0.633, -0.044,  0.075, -0.379
380,  3.948,  0.793,-21.705,  -0.147,  0.093, -0.936, -0.045,  0.081, -0.382
381,  0.837, -2.923,-18.438,  -0.252,  0.059, -0.997, -0.049,  0.082, -0.376
382, 36.390,  2.991,-31.216,  -0.260, -0.046, -1.005, -0.049,  0.084, -0.365
383,  4.374,  8.142,-21.952,  -0.313, -0.353, -1.124, -0.058,  0.098, -0.351
384,-11.522,  4.658,-29.421,  -0.224, -0.378, -1.058, -0.062,  0.096, -0.363
385,-18.857, -5.413,-59.979,  -0.227, -0.245, -0.993, -0.069,  0.077, -0.358
386,-12.329, 16.382,-61.519,  -0.418,  0.409, -1.015, -0.083,  0.026, -0.383
387,-31.133, -2.699,-15.170,  -0.102,  0.344, -0.637, -0.100,  0.018, -0.372
388, -5.234,-11.911, -6.737,  -0.263,  0.195, -1.118, -0.086,  0.012, -0.409
389, -2.744,  0.822, 16.397,  -0.378,  0.108, -0.923, -0.079,  0.015, -0.369
390, -8.239, -7.873, 54.536,  -0.204,  0.054, -0.229, -0.081,  0.036, -0.388
391, 17.264,-27.126,  6.101,  -0.168, -0.283, -0.867, -0.050,  0.051, -0.371
392,-18.027,-67.972,  9.488,  -0.438, -0.276, -1.597, -0.008,  0.081, -0.376
393,-22.169,-20.105, -1.174,  -0.753,  0.080, -1.564,  0.028,  0.095, -0.396
394,-17.862,  2.482, 10.662,  -0.635,  0.012, -1.029,  0.052,  0.085, -0.414
395, -9.189,  6.355, -3.252,  -0.573,  0.044, -0.909,  0.049,  0.070, -0.413
396, -2.243, -3.185, -8.426,  -0.498,  0.060, -0.933,  0.052,  0.066, -0.378
397, -3.095,  3.006,-14.191,  -0.524,  0.132, -0.981,  0.050,  0.069, -0.382
398, -4.733,  0.927, -7.761,  -0.519,  0.097, -0.980,  0.056,  0.064, -0.377
399, -0.912,  3.013, -9.017,  -0.502,  0.087, -1.007,  0.068,  0.074, -0.387
400,  0.090,  7.910,  6.004,  -0.626,  0.594, -1.114,  0.128,  0.097, -0.398
401, 32.913, 11.926, 62.768,  -0.442,  0.369, -0.965,  0.057,  0.059, -0.393
402, 42.341,-13.316, 50.139,  -0.468, -0.200, -0.736,  0.036,  0.071, -0.360
403, 21.174,-29.092, 17.055,  -0.623, -0.564, -0.899,  0.052,  0.169, -0.379
404, 16.673, 43.874,-18.378,  -0.795, -0.406, -0.890,  0.062,  0.188, -0.368
405, -8.352, -2.064, -3.716,  -0.531, -0.207, -1.081,  0.057,  0.193, -0.388
406,-12.038, 11.283, -1.847,  -0.560, -0.105, -1.121,  0.053,  0.187, -0.372
407,-23.574, 38.663,  1.458,  -0.644, -0.109, -1.473,  0.031,  0.167, -0.369
408,-26.281, 94.559, -3.424,  -0.550, -0.030, -1.389,  0.004,  0.104, -0.358
409,-34.386, 50.700,-10.894,  -0.235,  0.214, -0.671, -0.045,  0.074, -0.348
410, -3.806, -8.957,-23.903,  -0.133,  0.015, -0.146, -0.069,  0.082, -0.364
411,-12.995,-29.698,-25.399,  -0.169, -0.182, -0.868, -0.059,  0.067, -0.352
412,-10.625,-11.170,-24.255,  -0.252, -0.345, -1.172, -0.049,  0.092, -0.378
413, -5.981, 28.300,-67.059,  -0.295,  0.001, -1.157, -0.064,  0.063, -0.384
414,-20.681, 47.859,-65.901,  -0.262,  0.464, -0.854, -0.101,  0.040, -0.382
415, -1.682,-16.374,-18.819,  -0.186,  0.539, -0.462, -0.119,  0.004, -0.332
416, 14.154,-58.027, 31.941,  -0.200,  0.289, -0.193, -0.093,  0.021, -0.377
417,  2.527,-79.381,  6.512,  -0.276, -0.146, -1.178, -0.021,  0.046, -0.375
418,-16.845,-34.565,-17.354,  -0.641,  0.271, -1.577,  0.024,  0.038, -0.390
419, -8.606, -7.103,  7.806,  -0.687,  0.257, -1.238,  0.044,  0.030, -0.411
420, -7.342,  1.682,  4.531,  -0.606,  0.153, -0.956,  0.049,  0.024, -0.384
421,-12.210, -2.094,  2.086,  -0.547,  0.186, -0.993,  0.055,  0.050, -0.375
422,-11.006, -1.652,  3.843,  -0.559,  0.176, -0.987,  0.054,  0.041, -0.377
423, -9.137,  0.097,  3.230,  -0.572,  0.154, -0.946,  0.061,  0.025, -0.396
424,-11.858, -1.667,  0.344,  -0.522,  0.146, -0.926,  0.061,  0.045, -0.405
425, -6.580, -3.806, -9.144,  -0.597,  0.248, -0.868,  0.067,  0.031, -0.381
426, -8.546, -0.912, -5.847,  -0.622,  0.276, -0.926,  0.070,  0.022, -0.397
427,-11.783,  0.389,  0.239,  -0.610,  0.232, -0.879,  0.073,  0.015, -0.390
428, -8.075,  3.208, -2.871,  -0.587,  0.229, -0.915,  0.069,  0.009, -0.388
