Packet number, Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Acceleromter Y (g),Accelerometer Z (g), Magnetometer X (G), Magnetometer Y (G), Magnetometer Z (G)
860, -4.927,  2.707, -4.322,  -0.121,  0.045, -1.057,  0.050, -0.076, -0.264
861, -5.196,  3.394, -4.441,  -0.108,  0.047, -1.075,  0.047, -0.075, -0.263
862, -4.658,  3.252, -4.509,  -0.109,  0.045, -1.079,  0.051, -0.076, -0.260
863, -5.077,  2.953, -4.486,  -0.134,  0.036, -1.033,  0.049, -0.076, -0.264
864, -4.105,  2.280, -4.329,  -0.143,  0.032, -1.003,  0.045, -0.076, -0.262
865, -4.673,  2.856, -4.509,  -0.142,  0.032, -1.005,  0.044, -0.075, -0.265
866, -3.806,  2.131, -3.679,  -0.158,  0.026, -0.968,  0.049, -0.075, -0.263
867, -4.105,  2.976, -4.337,  -0.137,  0.035, -1.028,  0.052, -0.077, -0.263
868, -4.486,  3.237, -4.695,  -0.121,  0.042, -1.053,  0.051, -0.077, -0.260
869, -4.060,  2.183, -4.037,  -0.155,  0.026, -0.978,  0.051, -0.080, -0.263
870, -4.845,  2.699, -4.568,  -0.131,  0.038, -1.033,  0.050, -0.076, -0.263
871, -4.097,  2.280, -4.008,  -0.148,  0.029, -0.998,  0.051, -0.078, -0.258
872, -5.286,  3.477, -4.823,  -0.112,  0.046, -1.064,  0.049, -0.077, -0.263
873, -4.950,  3.394, -4.710,  -0.111,  0.045, -1.072,  0.048, -0.076, -0.263
874, -4.815,  2.714, -4.299,  -0.140,  0.037, -1.025,  0.046, -0.078, -0.261
875, -5.286,  2.983, -4.464,  -0.131,  0.039, -1.032,  0.050, -0.077, -0.261
876, -4.531,  2.594, -4.067,  -0.151,  0.029, -0.992,  0.049, -0.077, -0.259
877, -3.387,  1.899, -3.641,  -0.146,  0.032, -1.006,  0.050, -0.075, -0.261
878, -4.030,  2.280, -3.955,  -0.166,  0.022, -0.964,  0.049, -0.077, -0.264
879, -4.598,  2.886, -4.239,  -0.128,  0.039, -1.038,  0.051, -0.076, -0.263
880, -4.942,  3.275, -4.464,  -0.113,  0.045, -1.066,  0.050, -0.076, -0.262
881, -4.411,  2.587, -4.254,  -0.115,  0.044, -1.064,  0.047, -0.079, -0.263
882, -4.800,  2.430, -4.217,  -0.127,  0.038, -1.042,  0.049, -0.076, -0.263
883, -4.180,  2.624, -4.419,  -0.151,  0.026, -0.990,  0.043, -0.076, -0.259
884, -4.292,  2.751, -4.284,  -0.137,  0.036, -1.017,  0.050, -0.076, -0.264
885, -4.389,  2.572, -4.381,  -0.138,  0.037, -1.014,  0.051, -0.075, -0.264
886, -4.606,  2.430, -4.157,  -0.141,  0.036, -1.019,  0.046, -0.077, -0.262
887, -5.129,  3.103, -4.673,  -0.128,  0.040, -1.039,  0.051, -0.076, -0.265
888, -5.107,  3.095, -4.352,  -0.117,  0.042, -1.059,  0.051, -0.077, -0.259
889, -4.553,  2.781, -4.292,  -0.138,  0.037, -1.025,  0.050, -0.078, -0.263
890, -4.561,  2.916, -4.456,  -0.105,  0.048, -1.087,  0.051, -0.076, -0.263
891, -5.331,  3.544, -4.882,  -0.132,  0.038, -1.029,  0.052, -0.076, -0.263
892, -4.479,  2.826, -4.509,  -0.144,  0.031, -1.006,  0.052, -0.075, -0.260
