 -0.018, -0.010,  0.003
 -0.562,  1.569,  0.271
 -1.254,  3.019,  0.666
 -2.002,  4.470,  1.005
 -2.658,  5.772,  1.279
 -3.308,  7.078,  1.566
 -3.885,  8.418,  1.711
 -4.563,  9.653,  2.065
 -5.231, 10.879,  2.406
 -5.783, 12.037,  2.699
 -6.258, 13.236,  2.985
 -6.798, 14.434,  3.143
 -7.362, 15.524,  3.375
 -7.828, 16.572,  3.645
 -8.370, 17.670,  3.876
 -8.884, 18.767,  4.054
 -9.313, 19.737,  4.299
 -9.798, 20.732,  4.400
-10.246, 21.681,  4.618
-10.797, 22.579,  4.673
-11.306, 23.479,  4.829
-11.880, 24.329,  4.933
-12.350, 25.199,  5.039
-14.855, 26.304,  5.073
-16.208, 27.133,  4.825
-17.445, 28.211,  4.796
-17.819, 28.992,  4.934
-13.745, 29.126,  5.635
  2.802, 28.225,  9.352
 11.558, 29.170,  9.088
 22.115, 32.278,  9.952
 26.896, 35.009,  9.638
 31.159, 36.708,  7.736
 34.044, 39.761,  7.014
 36.402, 43.172,  8.053
 38.085, 52.821,  7.844
 41.465, 64.256, 11.710
 39.406, 70.523, 10.830
 34.304, 72.910,  5.377
 27.972, 73.560, -2.205
 21.803, 74.689, -2.159
 27.886, 71.915,  0.239
 42.721, 68.935,  5.486
 49.165, 61.409,  3.532
-309.263, 58.615, -3.562
 46.351, 51.281,345.429
 40.690, 44.032,336.194
 39.321, 42.232,332.429
 35.217, 37.290,331.073
 33.693, 33.779,331.868
 33.125, 31.245,332.350
 32.488, 28.615,332.127
 31.304, 26.331,331.521
 30.684, 26.104,330.665
 30.205, 24.276,332.014
 28.954, 21.670,334.130
 26.570, 18.110,336.302
 25.756, 17.006,337.921
 24.529, 15.739,339.511
 23.365, 14.855,341.630
 21.856, 12.823,344.547
 20.572, 11.902,347.534
 21.013, 11.392,347.597
 18.755, 10.317,349.037
 16.973,  8.918,350.125
 16.482,  8.024,350.137
 12.465,  6.138,351.647
 13.041,  6.237,350.788
 14.397,  6.299,349.853
 16.180,  5.863,349.121
 18.075,  4.998,347.833
 18.277,  3.789,347.527
 18.447,  1.983,346.338
 17.948,  1.178,346.359
 17.555,  0.965,347.107
 17.336,  0.824,347.414
 16.953,  0.427,347.912
 16.528,  0.173,348.814
 16.273, -0.208,348.988
 16.297, -0.637,349.001
 16.148, -1.127,348.936
 16.087, -1.474,348.727
 16.021, -1.754,348.724
 15.811, -2.164,348.971
 15.779, -2.400,349.138
 15.573, -2.743,349.433
 14.675, -3.277,350.594
 14.680, -3.744,350.840
 14.655, -4.157,350.854
 14.594, -4.441,350.930
 14.639, -4.800,351.038
 14.469, -5.116,351.099
 14.635, -5.358,351.057
 14.756, -5.657,350.970
 14.879, -5.949,350.880
 15.202, -6.255,350.625
 14.754, -6.531,351.075
 15.017, -6.748,350.801
 15.142, -7.020,350.661
 16.059, -7.177,350.059
 16.958, -7.614,349.084
 18.321, -8.217,347.451
 19.499, -8.528,345.746
 20.269, -8.397,344.919
 21.091, -8.403,343.933
 23.892, -8.174,340.595
 25.498, -7.547,338.724
 24.877, -7.956,339.149
 23.223, -8.846,341.620
 19.389, -9.701,347.195
 16.540, -9.644,351.865
 13.106, -8.969, -4.493
 12.700, -4.408, -4.639
 12.413, -1.273,354.107
 13.392,  0.275,351.228
 14.592, -0.296,349.691
 13.035, -3.535,352.245
 11.777, -8.810,354.850
  9.040,-13.867, -2.640
  5.676,-15.675,  0.765
  5.615,-17.740, -0.635
  5.559,-19.121, -2.550
  8.307,-23.548,354.193
 11.134,-24.307,351.824
  7.772,-22.238,353.435
 10.720,-19.280,351.464
 19.923,-17.967,344.393
 37.283,-16.064,342.023
 47.710,-14.674,340.304
-305.295,-11.686,333.259
-306.244, -8.458,330.267
-291.972, -8.782,324.096
-290.182, -7.592,323.461
-280.946, -4.264,324.702
-275.240, -2.097,327.125
-261.150, -1.814,333.988
-264.063, -0.750,340.285
-261.749,  4.048,342.712
-255.474,  6.072,342.803
-248.119, 12.374,340.200
-240.709, 19.805,339.616
-229.061, 25.124,336.434
-213.689, 17.880,332.433
-190.622, 27.832,332.474
-192.661, 28.696,331.110
-191.447, 32.856,331.979
-193.597, 38.684,331.773
-199.431, 43.845,328.201
-200.619, 46.851,326.392
-197.756, 53.462,325.456
-204.283, 58.492,322.182
-210.830, 61.485,317.271
-210.043, 62.088,317.599
-207.204, 65.673,319.083
-204.903, 69.131,320.686
-204.700, 71.253,319.768
-206.364, 73.265,316.698
-206.576, 75.868,314.309
-199.042, 81.411,318.378
-200.259, 83.738,316.181
-202.709, 84.665,314.742
-201.814, 85.350,316.489
-201.704, 85.683,316.028
-206.115, 87.512,310.621
-206.610, 80.464,312.972
-223.467, 85.274,294.447
-217.426, 85.473,299.847
-216.808, 87.680,299.761
-212.019, 88.429,306.762
-223.445, 90.096,295.463
-219.509, 88.648,299.860
-223.847, 91.649,296.508
-241.699, 93.603,281.345
-241.193,101.435,277.221
 -8.830, 92.448,149.296
-73.208, 78.671, 78.369
-90.254, 75.459, 60.245
-122.073, 66.570, 39.822
-136.579, 63.311, 29.746
-148.758, 58.979, 19.909
-151.367, 54.987, 14.517
-147.511, 61.661, 13.020
-140.498, 69.742, 13.754
-136.039, 78.646, 11.483
-135.252, 83.995,  3.894
-136.604, 87.319, -2.714
-141.609, 85.997,352.893
-148.389, 82.845,348.779
-154.691, 82.391,347.936
-158.884, 85.226,347.735
-160.840, 89.060,348.853
-162.473, 92.065,351.653
-166.316, 97.434,351.461
-168.483,102.916,351.896
-180.906,107.285,340.722
-169.319,108.932,348.972
-162.329,105.556,352.728
-167.623,106.425,347.287
-176.375,106.649,336.281
-182.419,103.370,325.313
-181.424, 98.460,320.662
-177.298, 93.293,317.478
-171.245, 92.591,317.334
-168.149, 97.505,317.106
-142.414,101.221,341.367
-126.944,107.637,354.497
-44.210,112.989, 75.189
 44.967,107.611,164.788
-304.924,102.697,176.330
-291.765, 99.577,191.458
-277.440, 95.954,207.955
-258.322, 88.507,228.808
-258.966, 67.797,230.778
-268.721, 48.590,219.874
-303.314, 36.874,199.488
-289.555, 60.665,183.250
-252.658, 81.964,188.282
-182.865, 88.541,238.358
-150.052, 60.130,265.843
-153.387, 44.075,269.126
-161.516, 42.017,266.416
-168.740, 43.474,260.743
-178.644, 45.122,253.137
-190.178, 44.483,247.056
-200.669, 44.306,240.666
-211.814, 43.702,232.301
-220.846, 44.574,225.469
-232.008, 38.753,221.481
-241.059, 35.478,217.918
-249.628, 28.697,217.108
-259.076, 13.661,220.079
-276.245,  4.574,230.612
-301.352,  7.530,250.938
