  0.002, -0.016, -0.012,0
  0.950,  0.797, -0.896,0
  0.813,  0.768, -0.795,0
  0.662,  0.734, -0.683,0
  0.576,  0.815, -0.477,0
  0.504,  0.720, -0.444,0
  0.448,  0.588, -0.491,0
  0.385,  0.681, -0.341,0
  0.320,  0.666, -0.219,0
  0.586,  1.380, -0.426,0
  0.847,  2.047, -0.633,0
  1.070,  2.658, -0.877,0
  1.261,  3.096, -1.186,0
  1.454,  3.576, -1.453,0
  1.633,  4.096, -1.622,0
  1.779,  4.601, -1.853,0
  1.928,  5.191, -1.975,0
  2.069,  5.631, -2.189,0
  2.195,  6.123, -2.273,0
  2.301,  6.669, -2.407,0
  2.406,  7.156, -2.486,0
  2.483,  7.598, -2.666,0
  2.564,  8.079, -2.718,0
  2.639,  8.510, -2.863,0
  2.726,  8.964, -2.996,0
  2.721,  9.368, -3.163,0
  2.712,  9.662, -3.356,0
  2.731, 10.012, -3.517,0
  2.748, 10.401, -3.590,0
  2.742, 10.685, -3.812,0
  2.739, 11.027, -3.932,0
  2.711, 11.256, -4.158,0
  2.689, 11.593, -4.266,0
  2.627, 11.886, -4.415,0
  2.580, 12.121, -4.586,0
  2.531, 12.365, -4.734,0
  2.476, 12.722, -4.739,0
  2.434, 13.074, -4.744,0
  2.379, 13.487, -4.711,0
  2.305, 13.873, -4.688,0
  2.246, 14.217, -4.742,0
  2.177, 14.609, -4.707,0
  2.077, 14.852, -4.803,0
  2.007, 15.139, -4.859,0
  1.923, 15.432, -4.849,0
  1.834, 15.707, -4.872,0
  1.724, 16.002, -4.914,0
  1.651, 16.287, -4.972,0
  1.577, 16.544, -5.030,0
  1.440, 16.707, -5.120,0
  1.318, 16.893, -5.207,0
  1.193, 17.236, -5.232,0
  1.079, 17.538, -5.262,0
  0.956, 17.800, -5.337,0
  0.792, 18.008, -5.350,0
  0.659, 18.302, -5.341,0
  0.534, 18.529, -5.406,0
  0.402, 18.853, -5.379,0
  0.254, 19.058, -5.404,0
  0.104, 19.195, -5.527,0
 -0.040, 19.410, -5.574,0
 -0.218, 19.521, -5.680,0
 -0.334, 19.736, -5.634,0
 -0.457, 19.887, -5.762,0
 -0.599, 20.132, -5.829,0
 -0.754, 20.282, -5.845,0
 -0.908, 20.525, -5.789,0
 -1.081, 20.633, -5.890,0
 -1.241, 20.818, -5.881,0
 -1.399, 21.041, -5.940,0
 -1.575, 21.310, -5.821,0
 -1.729, 21.453, -5.842,0
 -1.893, 21.581, -5.854,0
 -2.074, 21.719, -5.913,0
 -2.223, 21.842, -5.991,0
 -2.368, 22.116, -5.891,0
 -2.554, 22.374, -5.827,0
 -2.725, 22.453, -5.931,0
 -2.927, 22.651, -5.943,0
 -3.131, 22.822, -5.988,0
 -3.278, 22.965, -6.051,0
 -3.437, 23.156, -6.021,0
 -3.602, 23.402, -5.951,0
 -3.780, 23.460, -6.077,0
 -3.961, 23.704, -5.983,0
 -4.151, 23.823, -5.992,0
 -4.327, 24.050, -6.017,0
 -4.553, 24.112, -6.123,0
 -4.734, 24.230, -6.123,0
 -4.929, 24.437, -6.093,0
 -5.149, 24.527, -6.217,0
 -5.348, 24.762, -6.174,0
 -5.555, 24.937, -6.190,0
